,NAME,PCODE,Date,선발,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,투구,barrel,타율,LG,KIA,KT,키움,두산,한화,NC,롯데,삼성,SSG,홈경기수,원정경기수,장타,출루,OPS
157,박준태,61482,2018-08-02,18,75,9,22,1,0,0,23,11,1,1,8,0,0,10,0,1,2,357,7.941808177034375,0.292279509157965,0.0,0.0,2.9703651859756692,2.9840065088098706,3.0167078665292855,0.011727290668742549,2.0048968213861365,2.014378864730089,3.0123764921950613,2.962201938764613,7.948327201007003,11.017982271759912,0.2403130283791453,0.5659533032415522,0.8134847246699533
158,박준태,61248,2018-08-02,19,75,9,21,2,0,0,24,11,0,1,9,0,0,10,0,2,2,355,7.951822768488362,0.294061664674073,0.0,0.0,3.03756482512061,3.0234233239649013,3.0113172086325206,0.011537527076919142,1.9735851867972878,1.9694161732844258,3.0042394087885755,2.9930921808751996,7.979800318998711,11.009660264168954,0.24822853750116308,0.5708931736637011,0.816620915207096
159,박준태,61214,2018-08-02,18,75,9,21,1,0,0,23,10,0,1,9,1,0,9,0,2,2,356,8.089489604642786,0.29820775972376456,0.007783070638809135,0.0,3.0189193089571864,2.9746171296867354,3.007476414725701,0.0,1.9931740879008308,2.0078642656777417,3.009775132831707,3.044650608554885,7.92754915830938,11.038859479061635,0.2493034965298262,0.5681218350053436,0.8202043832476316
160,박준태,61265,2018-08-02,19,74,10,21,1,0,0,23,11,1,2,9,0,0,10,0,1,2,357,7.990962553045715,0.2966289556415698,0.0056812070855684505,0.0,2.975231548304584,3.0238582229757167,2.9888687528490254,0.031692830601741225,1.9993490339070805,2.0127792956922264,3.0430599409602372,3.006928696853426,7.972616789895237,10.944873920924698,0.24518846204304504,0.5729071445645924,0.8220951025517068
161,박준태,61039,2018-08-02,18,74,9,21,1,0,0,23,10,1,2,8,0,0,10,0,1,2,353,8.02808617462755,0.29163205488198085,0.03679611552381123,0.011792322429925275,2.984911912997817,3.0001633757298323,2.93216148968553,0.016704878717554456,1.938536725651263,1.9768295247044951,3.002014515643296,3.0056041990295546,8.007197207692784,11.033534452500547,0.24840205280928968,0.572672711931178,0.8286603825452316
162,박준태,61163,2018-08-02,19,75,9,22,1,0,0,23,11,1,1,9,1,0,9,0,1,1,360,8.06728103993033,0.29349415146067775,0.0,0.021563545591671583,3.044942646520017,3.0141378752899506,2.9692717717581956,0.0,1.994094714201299,2.0137299829729827,2.9786958557419245,3.0034880631967122,8.040246776863263,10.945788855585196,0.2587038789445515,0.574726873617903,0.8352832238173619
163,박준태,61435,2018-08-02,19,74,10,22,2,0,0,23,10,1,2,9,1,0,10,0,1,1,356,8.030423851015069,0.29357142512413376,0.002545414286558379,0.0,3.023272454962249,3.029289201888326,2.9815272235299854,0.029727830393989962,1.9772452767045252,1.99590866775981,2.998307424004395,3.0317476556834713,8.012873647162547,11.050898886608605,0.24803518597987456,0.5693304630363689,0.8134581058573243
164,박준태,61497,2018-08-02,19,74,10,21,2,0,0,23,10,1,1,9,1,0,9,0,1,1,357,7.997397939550336,0.2906732581988686,0.0383094485555893,0.005758335789555432,2.9846435360513137,2.986754825014459,2.9941054791401926,0.0013816666761593513,1.9875619681504932,2.0007940874588823,3.000650953113898,3.048117505176486,8.04719529083327,10.965873977485506,0.24735880347643266,0.5737869705316844,0.8046668072212034
165,박준태,61253,2018-08-02,18,74,9,22,2,0,0,24,10,0,2,8,0,0,10,0,1,1,356,8.00950507566713,0.29354413292640713,0.0,0.04279470928329314,2.9798568056979406,2.989657692430121,3.0133354120858176,0.0,1.983551638701377,1.9885735926391264,3.0131327652174327,2.993750042142126,7.94093286693368,10.987370396452542,0.2480670965942822,0.5755200026816122,0.8154000405555806
166,박준태,61162,2018-08-02,18,74,9,22,2,0,0,24,10,1,2,8,1,0,9,0,1,1,353,7.950368713035429,0.2931663230190848,0.015381710709930215,0.0,3.0017460074585993,3.0116213567708274,3.0489599891130608,0.01313273062444999,1.9886711851474537,1.9822712149946136,3.0181649854101007,2.986324121275837,8.022717802045063,10.97007576679637,0.25538782048347886,0.5705309434847915,0.8214786987255623
167,박준태,61397,2018-08-02,18,75,9,22,1,0,0,23,11,0,1,8,0,0,10,0,1,2,353,7.895368008596901,0.291441352578476,0.0,0.008434931436208694,2.9859860768493816,3.0186342814393785,3.0273404077914154,0.0,2.0090733533699456,1.9897850133499995,2.9978507440001256,3.0182736392765177,8.055285866419757,10.834942877842355,0.24718751407040884,0.5691980922210982,0.8123246372124714
168,박준태,61178,2018-08-02,18,75,10,22,2,0,0,23,11,0,2,9,0,0,10,0,1,2,354,7.979959489353517,0.28732269361871127,0.015318490021426958,0.0,2.9819455772575947,2.969449934303158,2.979857192309729,0.0,2.000823253763919,1.9940292308870817,2.9624114648164674,2.991240879630466,8.07169826524006,11.034182711278921,0.2498915994152346,0.5716939518506572,0.8001651896718847
169,박준태,60822,2018-08-02,18,74,10,22,2,0,0,24,10,1,2,8,0,0,9,0,1,2,356,8.000775711655235,0.2943352695806185,0.0,0.0,3.017270919356834,2.99714815951678,3.0150314590021225,0.02482028708802847,2.0134881527558135,1.9943483886310316,2.9887045262332927,2.9894532968035863,8.040765562541322,11.003573289231426,0.2525757716344556,0.5771739625598344,0.8203993701795601
170,박준태,61339,2018-08-02,18,74,9,22,1,0,0,24,11,0,2,9,1,0,9,0,2,1,355,7.977717064451183,0.2954617036252611,0.0,0.0,2.981609710570533,2.984258037829145,3.0001582991090823,0.034595934494937745,1.9936253094689493,2.021070811147744,2.995253042403799,3.045153328222349,8.010188924977813,10.990770495531516,0.23872019657066912,0.5731395819734726,0.8322668021042384
171,박준태,61243,2018-08-02,18,74,10,21,1,0,0,24,11,1,1,8,0,0,10,0,2,1,354,7.995909311928546,0.2953767350549974,0.026207540123538684,0.040611205021406575,2.9950168053539565,3.0416076598179442,3.0506034258637547,0.014617579448503644,1.994332417753237,1.9323411543575326,2.9789142256868693,2.9750117141844115,8.014220464952606,10.97211379488192,0.24947380447339396,0.573088745489519,0.8180271085185284
172,박준태,61053,2018-08-02,18,75,10,22,2,0,0,23,10,1,1,8,1,0,9,0,2,1,353,8.009777922583858,0.2961487228793514,0.004579816623130694,0.030044903288174107,2.948731927735856,3.0101149525189745,2.950717659488178,0.01736780016982605,1.9911819292325286,2.003275615702978,2.9943566855568475,2.968896323354574,7.9732818637415415,11.036777345218722,0.2544802507854663,0.5719589212719762,0.8300556840194753
173,박준태,61181,2018-08-02,18,75,9,21,2,0,0,24,10,0,2,9,0,0,9,0,1,1,355,8.006019426643352,0.29137651668137654,0.032244522413688644,0.0,3.028455771939478,3.016693630321069,2.9729284408173804,0.0,2.004214778486267,2.0192082861062395,3.038092038492915,3.0391445645809294,8.063178441193916,11.055441148018323,0.24208651599622666,0.5714073293206536,0.8147403923273039
174,박준태,61466,2018-08-02,18,75,10,21,1,0,0,23,11,1,2,8,0,0,9,0,1,1,356,7.912656752931963,0.2910543648180811,0.027746269517892785,0.021514940769847217,2.973169082199986,2.990797164074061,3.03213281856113,0.0,2.007360282593182,2.0278912151476223,3.0086411640529964,3.0378942720471356,8.015798113303896,10.966736566781089,0.2454374160711216,0.5756000830623038,0.8337206082508342
175,박준태,61085,2018-08-02,18,74,9,21,1,0,0,23,10,0,1,8,0,0,9,0,2,2,352,7.950546255225801,0.294359468765963,0.014700203538338731,0.016371159699738548,3.0129460608772933,2.9776699216997935,3.0329207083780885,0.0,1.988877268102197,2.009407736780202,2.9582479693957597,3.022661541706094,8.08014553372366,10.991592324368764,0.2510868423895213,0.5699505233246013,0.8226551954359885
176,박준태,61012,2018-08-02,19,74,10,21,2,0,0,24,10,0,2,9,0,0,9,0,2,2,354,7.994831550142838,0.2930962930930611,0.011934415936548006,0.033942781874915985,3.0171007326549693,3.00950369926888,3.0201654831084146,0.0,1.995270468289181,1.9957827277897837,2.9865232817613045,3.0151660652630494,7.980777881737822,10.987848916152641,0.24817148462274402,0.5699028137718981,0.8268601598223376
177,박준태,61143,2018-08-02,18,75,10,22,1,0,0,23,11,0,2,9,1,0,9,0,1,1,353,8.034304117629306,0.29163897371205777,0.005254912522150977,0.006146516254484242,3.0037690733974998,2.999485957248708,3.061400446285898,0.012959170339358466,1.997263576285101,2.0283072177112085,2.9545212227050013,3.029601177861298,7.935188872599008,11.016759455802577,0.2501243843807434,0.5680465412365514,0.8089635691352772
178,박준태,61023,2018-08-02,19,74,10,21,1,0,0,24,10,1,2,9,0,0,10,0,1,2,352,7.9638968449048635,0.2904398860226825,0.02519016156534201,0.019685752082806197,2.9973765674232893,2.999764713393857,3.0028450094850587,0.02271799212537989,1.9585766109405518,2.0038694383026345,3.0074807868704703,3.0144616319828894,8.006779285233897,10.945773743351522,0.24533345953402855,0.5696792163371492,0.8298851437455015
179,박준태,61281,2018-08-02,18,74,10,21,2,0,0,24,10,1,2,9,1,0,9,0,2,1,355,7.901814926430035,0.29045703068447054,0.0029913875789804134,0.0,2.9864021814274397,2.971509988533427,2.986861015044202,0.020296907017459294,1.9592589938238179,1.9836224201062007,3.0205882471023977,3.0173244525813225,7.967169948322439,10.969605026557172,0.2607763843740686,0.5688408274081135,0.815596088751902
180,박준태,61259,2018-08-02,18,75,10,21,2,0,0,24,10,1,1,9,0,0,9,0,2,2,356,7.984425210154007,0.2947121657825192,0.0,0.021562163472205572,2.9861565978314677,2.9829406803322254,2.9454861472847575,0.0,2.008905184748842,1.9972316741644047,3.031578583612292,3.003646838585929,8.024073476712765,10.913347918580246,0.25205380694112545,0.5688562268334078,0.8222087725117267
181,박준태,61081,2018-08-02,19,75,9,21,1,0,0,24,10,1,2,9,1,0,9,0,1,2,358,8.023410347906129,0.2860646808018376,0.025395349894589147,0.0,3.008163028392303,3.0006785934151408,3.0624683418809866,0.0497872140670162,1.9838349452377915,1.9934403498452102,2.984030007511091,2.990957744373621,7.992686615896349,10.928322164461596,0.24033318595472358,0.5703622082907146,0.8130090610899248
182,박준태,61266,2018-08-02,18,74,10,22,1,0,0,24,11,0,1,9,0,0,10,0,1,2,353,7.957281617808089,0.29467630883452844,0.0,0.0,3.009276482213038,2.9806250779104975,3.0003665118228002,0.0,2.033228582997347,1.9918905449643878,3.027816510763091,3.005013101380845,8.008956067242648,10.979099540856359,0.23276647402405987,0.5720045700100782,0.840339135622538
183,박준태,60986,2018-08-02,19,74,10,21,2,0,0,24,11,1,2,9,0,0,10,0,1,1,358,7.934483274821978,0.30115313688824613,0.020801946195946715,0.029255433925509285,2.980518440906712,2.969968772261937,2.9944886035815346,0.002355885907937825,1.959011026638102,2.0034626226178376,3.0106582121791328,2.991727720070355,8.044202911422031,10.882508815701915,0.24495753508590373,0.5716924956108314,0.8176199210317576
184,박준태,61426,2018-08-02,18,75,9,21,2,0,0,23,11,0,2,9,1,0,9,0,2,1,352,7.974362705007334,0.2920461592501988,0.004538714544831172,0.0,2.9652314290958794,2.9764124280615682,3.0165236211295388,0.015784192094413636,2.0141372933539725,1.9877260933900023,3.0158392687157494,2.9950173269719556,8.054527153415451,10.910114150758202,0.2641157614154711,0.571290300502053,0.8241902014074641
185,박준태,61218,2018-08-02,18,74,10,21,1,0,0,24,11,1,2,9,1,0,10,0,1,1,354,7.966799463463826,0.2947569385221799,0.0,0.0,2.9766026277490174,3.000748610262126,3.0535508566544207,0.01948862703981553,2.00273827401914,1.9803789970253924,3.0469261147502062,2.972724094417002,7.950944970731473,10.948604282476175,0.24240908537341027,0.5753064084067055,0.7926811502228909
186,박준태,61177,2018-08-02,18,74,9,21,2,0,0,24,11,0,2,9,0,0,9,0,1,2,355,8.081872156518093,0.2980150596501427,0.00040077500103138225,0.00013078831149098015,3.0203036464398747,2.9868934201408277,2.971556777882699,0.03347158159269482,1.9798619799611135,2.032176586047865,3.031814287566314,3.0297714509296205,8.139114186595076,11.045689427956475,0.24114910053771632,0.5703077896285823,0.8053794905255971
187,박준태,61381,2018-08-02,19,74,10,22,2,0,0,23,11,0,1,8,0,0,9,0,2,2,356,8.046919821930777,0.2882302700993469,0.009438569958943314,0.0,3.0324705271458288,2.9826781563802793,2.98117310913301,0.0,1.9924294361448052,1.9899437346066697,2.9612060962253226,3.0153550613218383,7.973886910160182,10.967717450459777,0.2567010311605117,0.5682949159467757,0.8206033875882459
188,박준태,61006,2018-08-02,19,75,10,21,2,0,0,23,11,1,1,8,1,0,9,0,2,2,352,7.919718577206039,0.2883719254544654,0.0,0.01044210379017595,2.993497066192371,3.031010317380273,3.0004437394540107,0.0,2.01897879046788,1.9958682617855898,3.016260767258693,3.00506353957545,7.948690887841143,11.030273462186884,0.24126400185170813,0.5716495649135123,0.8138542884894322
189,박준태,61122,2018-08-02,19,74,9,21,1,0,0,24,11,0,2,8,1,0,9,0,1,2,354,8.016149223901134,0.2903981905675505,0.03838480660527295,0.011894205899574945,3.028424374642359,3.0150635827442818,2.9924154960641385,0.03936778759503912,2.0135818199510505,1.9988329913947973,2.977579132042086,3.0038543670804354,8.06311098806718,10.99706525954681,0.24891291454821493,0.5737272781381284,0.8259391540634342
190,박준태,61205,2018-08-02,18,74,10,21,1,0,0,23,11,0,2,8,1,0,9,0,2,2,356,8.04005134997801,0.29503991795484463,0.0,0.0,3.046879011272502,2.984268803527698,2.9780412791157707,0.0,1.9804683327253652,2.0034244183069356,3.0202069785777272,3.0298196154516948,7.916868318063834,11.003350100623885,0.24317999782649477,0.570181245212166,0.8115244032104267
191,박준태,60870,2018-08-02,18,74,10,22,1,0,0,24,11,0,1,8,0,0,9,0,1,1,357,8.020745562244052,0.28719534853060275,0.017589218888445363,0.0,2.951271499644799,2.961910570226541,3.019991304079281,0.028914257796559407,2.0003261176288936,2.0345226589561425,2.994286501003146,3.015978826584701,8.065048362891265,10.891218135028321,0.24568719213445617,0.5770297749165274,0.8378958426761304
192,박준태,60909,2018-08-02,19,75,10,21,2,0,0,23,10,0,2,9,0,0,10,0,1,2,355,8.05085775814807,0.29120439434885653,0.019608665217799574,0.0,3.0022145334004344,3.0072712386110445,3.020932673212855,0.0,1.9854655778607544,1.9966303086194128,3.020178518796086,3.0155338556178095,7.970127421512416,10.962175732337826,0.25207216569260543,0.5701039034253819,0.8223788060649914
193,박준태,61271,2018-08-02,18,75,9,22,2,0,0,23,10,0,1,8,0,0,10,0,1,2,355,8.017566333680003,0.3006566563894929,0.0,0.0,3.0193962583651084,3.024566389739811,2.963404966113412,0.023882794080897635,1.997782935533687,1.9992545991632409,2.9769328555942804,2.9893164732079898,7.918779699893041,10.951875964865847,0.24662079304721127,0.5693176117365273,0.8298755566414053
194,박준태,61163,2018-08-02,18,75,10,22,2,0,0,24,10,1,1,9,0,0,10,0,2,2,357,7.883384697963935,0.29711210815959005,0.05961729142811878,0.03366915263875727,2.9517905325097087,2.9622442595553595,3.0152146370999904,0.0,2.023767333237675,1.9898070998951054,2.99120349512311,2.9704293694322565,8.09206507781086,11.094460772562885,0.2507317178264606,0.5723415057642424,0.8294966132994657
195,박준태,61389,2018-08-02,19,75,10,21,1,0,0,24,11,0,2,9,1,0,10,0,2,1,355,7.97700318684106,0.295397880560051,0.0,0.03667241720322018,3.0337759808620435,2.972524956530975,2.993275284506577,0.021528774811436634,2.0079659184188783,1.9382355938658666,3.0214165283397927,3.0024198090110183,8.019106253962834,10.963019340705035,0.2476094037534553,0.5698514169506986,0.802411313877823
196,박준태,62451,2018-08-02,10,47,6,10,1,0,0,10,2,0,0,2,0,0,13,0,0,0,185,2.9454686638904404,0.21530130528979485,0.03428547723120184,2.9546859330554347,2.9783460980584495,2.981836186007605,2.0275045065169146,0.0,2.9976393421865692,0.0,0.037378288668356845,0.0,2.9973954146784867,8.016503025880715,1.0676237105476096,0.5678020781448951,1.638444822961581
197,박준태,62435,2018-08-02,10,47,5,10,1,0,0,10,2,0,0,1,0,0,12,0,0,0,186,2.9175420958530545,0.21901707167975637,0.0122010830886539,2.9953272893672387,2.9896165633947764,2.9673279608127965,1.9903932963151867,0.0,3.0342516301702074,0.010858918000301842,0.020620047762168664,0.010774736756213345,2.9781205060917832,7.941737205877997,1.0694440903693831,0.5712654011465832,1.6513707645126356
198,박준태,62442,2018-08-02,10,47,6,10,1,0,0,10,3,0,0,1,0,0,13,0,0,0,184,3.008356027609195,0.2007798344797465,0.0,3.0253919602068993,2.980521051945905,3.008934483284841,2.0090901151658156,0.0,3.0046785942625127,0.02183012200796782,0.0,0.00668762844646849,2.970294818795297,8.065164903747448,1.0788540398014839,0.571847478322713,1.621778700269428
199,박준태,62192,2018-08-02,10,46,6,10,1,0,0,10,3,0,0,1,0,0,13,0,0,0,188,2.9895733761533427,0.20951201804456834,0.0,2.951869419774877,2.9822758591190217,2.9878212518654443,1.9587545947838143,0.0,3.00529679261557,0.0017269117090205504,0.01816639207705245,0.01686999395652407,3.089656217143759,8.015516233764524,1.0729101017347111,0.5690075690030229,1.646668149226515
200,박준태,62433,2018-08-02,10,46,6,9,0,0,0,10,2,0,0,1,0,0,13,0,0,0,184,2.996509680038568,0.2175782129370272,0.0,3.0377705349109245,2.9878202624149406,2.9635449378709007,2.026933230235735,0.0,3.0070390820030055,0.0,0.0,0.028165993440710687,2.9668148973356665,8.024473417646757,1.076354688114603,0.5768450231173733,1.6596090039587554
201,박준태,62273,2018-08-02,11,47,6,9,1,0,0,11,3,0,0,2,0,0,13,0,0,0,184,2.9253763468673353,0.2108229749680249,0.0,2.9963116386545585,2.987228467997373,2.986035547457003,2.0123211067492717,0.0,3.034965368684811,0.0,0.0,0.0,3.0316827922168583,7.956405360569819,1.0759023332299873,0.5700251448325571,1.6489292030428346
202,박준태,62193,2018-08-02,11,46,5,9,0,0,0,10,3,0,0,1,0,0,13,0,0,0,180,2.986744585522362,0.20891169174220572,0.042998320937311076,3.0098538114701165,2.969593472934105,3.0325995749981027,1.9814479165785737,0.0,3.038566518275633,0.0,0.0,0.0,2.8359170752548906,7.850377821342686,1.0708050140857905,0.5654540878321087,1.643543150504759
203,박준태,62183,2018-08-02,11,46,5,10,1,0,0,11,3,0,0,2,0,0,13,0,0,0,185,3.163514245872633,0.2085221044369005,0.03187027316234942,2.9955877868815795,3.0125780634065786,3.0198442542052963,2.008417701624669,0.0,3.0644236540506014,0.04002326853862344,0.02087067318033978,0.0,2.929598948232623,7.9692520999498955,1.0691416345789488,0.5750305205315931,1.6540965093899818
204,박준태,62581,2018-08-02,10,47,6,9,1,0,0,11,3,0,0,1,0,0,12,0,0,0,184,2.9725061174888556,0.21227891026892703,0.0,2.9886296480614147,3.0171276642930316,2.9700761980218893,1.9637030511049554,0.0,3.0137567807615295,0.0,0.022148477619312216,0.018968905098425134,2.9584540987943795,7.9063345629336865,1.068619483946752,0.5726302752140291,1.6347354833256516
205,박준태,62237,2018-08-02,10,46,6,9,0,0,0,10,3,0,0,1,0,0,12,0,0,0,186,2.96905596396923,0.2139153978824323,0.0,2.980840042372732,3.0073775350849474,3.0244014104652717,1.957866436987882,0.027649814043000348,3.005673194165691,0.040210307986865805,0.0206040061957642,0.008223034042499586,3.0829884878970115,7.932603563482966,1.073410571190668,0.5679471124049884,1.6325123053753707
206,박준태,62340,2018-08-02,11,47,6,10,0,0,0,11,3,0,0,2,0,0,12,0,0,0,187,3.0000595271467683,0.21349302530814898,0.002506760976742973,3.0320247429496154,2.9725693714943375,3.0208199901329693,1.9581606511466392,0.0,3.001809233525165,0.013400938723387447,0.0024974887413617814,0.0,3.067523250579376,8.005044648720823,1.0806146097814069,0.5772574455786987,1.6406375790250702
207,박준태,62399,2018-08-02,11,47,6,10,0,0,0,10,3,0,0,1,0,0,13,0,0,0,184,2.9689339141172675,0.21467354561084628,0.03149076569018896,2.9554346741593185,2.9864939980729357,2.973950947228804,1.9958628640359413,0.06274193393918806,2.978606067075983,0.0,0.0,0.03206177245859826,2.9983318786320345,7.9638792038636455,1.071465748860417,0.5729184528550264,1.6541332898094803
208,박준태,62311,2018-08-02,11,47,6,9,1,0,0,11,3,0,0,2,0,0,13,0,0,0,186,2.9942938488454676,0.2169653802501282,0.015219221359779139,2.958050236718421,3.0304533093274215,3.042348507804566,2.0198281079860156,0.024821814064687798,3.026471466126608,0.04440081394039757,0.026834145796662046,0.027555219496862304,3.1117040178684316,7.947793621050179,1.0654444456467262,0.5684444004492474,1.6287835621117526
209,박준태,62400,2018-08-02,11,46,5,9,1,0,0,11,2,0,0,2,0,0,13,0,0,0,183,3.0461076603717117,0.21520273999847028,0.007752156919984447,3.0090653445750326,2.9905461022645747,2.990923078990492,2.0472093264855067,0.0,2.994767518956117,0.0,0.0,0.000230177029221288,2.9435969447675405,8.054065076281368,1.0579950624156291,0.5736818493271746,1.6479335112578057
210,박준태,62425,2018-08-02,11,47,6,9,0,0,0,11,3,0,0,1,0,0,12,0,0,0,182,2.9667838099103463,0.21285555568837503,0.025525546671738397,2.9797518191379497,2.991945239980811,3.0188390002834997,1.9618550699618864,0.005499975781410314,2.9981702238298586,0.00282683581078665,0.018450270882926684,0.01388150705651289,3.0994350065721967,7.968104386865322,1.083255481248075,0.5691664711389824,1.6409656014407745
211,박준태,62627,2018-08-02,10,47,5,10,1,0,0,11,3,0,0,2,0,0,12,0,0,0,185,2.9260524769453835,0.21188971686331495,0.0029904659018574163,2.9859402952873935,3.0044146507034877,2.9847253127703244,1.9935881407725853,0.002408667413527901,2.9895805770869193,0.02846414637637318,0.0,0.025273886983006727,2.963437297626108,7.863318815851083,1.0669908783081612,0.5677446905163743,1.634820104459745
212,박준태,62412,2018-08-02,10,46,6,10,0,0,0,11,2,0,0,1,0,0,12,0,0,0,185,2.9381555044191208,0.21059630931762646,0.0,3.0078671941569577,3.0152402396407076,2.969659440515545,1.988510331608536,0.0,3.0214436052036513,0.01038455620408289,0.0,0.0,3.049764797779403,7.932563535336789,1.06788605148809,0.5691610454603243,1.6383071080160057
213,박준태,62286,2018-08-02,11,47,6,9,0,0,0,11,2,0,0,1,0,0,13,0,0,0,185,2.8038066426255495,0.21096509468265612,0.032617888666458025,2.968585861183924,3.003333257311659,3.0263646988132065,2.021142009038531,0.006810923360371614,3.0262646616430744,0.0,0.025136909662813362,0.005265677884429129,2.970915698121919,7.8557443533637175,1.069294689514272,0.5740307115689994,1.648387173847898
214,박준태,62640,2018-08-02,10,46,5,10,0,0,0,10,2,0,0,1,0,0,12,0,0,0,184,3.06663954107388,0.2159120296795722,0.0,2.977021850296556,3.05327613175074,3.000393753092661,1.9883306659632423,0.0,2.9797672326986153,0.0,0.0,0.0,3.035302031706291,7.9497194253081815,1.0727193424366055,0.5694695964848766,1.6590249953094534
215,박준태,62392,2018-08-02,11,47,6,9,0,0,0,10,2,0,0,2,0,0,13,0,0,0,186,3.04908563291814,0.21544586028244275,0.0,3.0094396766922062,3.002415120990872,3.0097156579972117,2.002393874239095,0.0,2.9925774030278087,0.036262896508716606,0.0,0.0,3.022335529787452,7.994174751884876,1.0883774370621018,0.5692487666154422,1.624918019127135
216,박준태,62371,2018-08-02,10,47,5,9,0,0,0,11,2,0,0,2,0,0,13,0,0,0,186,3.0459238481656685,0.22055817353322496,0.0017972574890911706,2.9682612503123833,3.029244774319909,3.000086233125419,2.0142206739824773,0.021735642063863487,2.9885161873510016,0.0,0.0,0.0,3.0956839329326042,8.075272292186552,1.0718682630334582,0.5648942619659136,1.638360780001277
217,박준태,62261,2018-08-02,11,46,6,9,0,0,0,11,3,0,0,1,0,0,12,0,0,0,186,3.0313999463316046,0.21244454131968696,0.0218507840395175,2.9475489405613957,2.9998382944891393,3.0013825757143358,2.035253297126965,0.02813440863340294,2.9772504457562787,0.0,0.0,0.020609100389030934,3.047123821179519,8.043968762955783,1.063989513809134,0.5760573203325835,1.637195307602772
