NAME,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11
김민하,0.0,0.5,0.38461538461538464,0.0,0.2727272727272727,0.4,0.6666666666666666,0.3333333333333333,0.35,0.125,0.3
김사훈,0.16666666666666666,0.5,0.16666666666666666,0.25,0.3636363636363637,0.5,0.0,0.0,0.0,0.375,0.3076923076923077
김상수,0.32,0.4117647058823529,0.5454545454545454,0.375,0.29411764705882354,0.2777777777777778,0.45,0.25,0.25,0.2777777777777778,0.5
김선빈,0.3333333333333333,0.3333333333333333,0.3,0.5,0.631578947368421,0.5789473684210527,0.3809523809523809,0.4782608695652174,0.5555555555555556,0.4375,0.375
김성욱,0.0,0.2727272727272727,0.6,0.4,0.4615384615384616,0.2,0.3888888888888889,0.25,0.42105263157894735,0.375,0.2777777777777778
김성현,0.45,0.5,0.55,0.2631578947368421,0.35714285714285715,0.2352941176470588,0.3684210526315789,0.3,0.5294117647058824,0.5789473684210527,0.2380952380952381
김성훈,0.3125,0.7692307692307693,0.4736842105263158,0.6,0.2222222222222222,0.25,0.4615384615384616,0.3333333333333333,0.6666666666666666,0.2,0.25
김용의,0.3333333333333333,0.4,0.3333333333333333,0.3333333333333333,0.08333333333333333,0.5714285714285714,0.0,0.0,0.4,0.0,0.38461538461538464
김재현,0.14285714285714285,0.0,0.18181818181818185,0.1875,0.3333333333333333,0.3,0.3636363636363637,0.4,0.25,0.14285714285714285,0.6
김재호,0.19047619047619047,0.5625,0.4,0.6818181818181818,0.3,0.6190476190476191,0.25,0.5263157894736842,0.4736842105263158,0.38461538461538464,0.6666666666666666
김재환,0.3333333333333333,0.3157894736842105,0.8666666666666667,0.48,0.5652173913043478,0.8260869565217391,0.55,0.3809523809523809,0.4782608695652174,0.5,0.7083333333333334
김주찬,0.35294117647058826,0.5454545454545454,0.35,0.2307692307692308,0.7222222222222222,0.4782608695652174,0.631578947368421,0.7,0.4117647058823529,0.3125,0.42105263157894735
김찬형,0.2222222222222222,0.25,0.6666666666666666,0.42857142857142855,0.25,0.3,0.06666666666666668,0.5333333333333333,0.0,0.4705882352941176,0.3125
김태균,0.6363636363636364,0.16666666666666666,0.42857142857142855,0.6,0.3684210526315789,0.2307692307692308,0.6111111111111112,0.6,0.4,0.4545454545454545,0.5
김하성,0.3043478260869565,0.5909090909090909,0.19047619047619047,0.2380952380952381,0.5,0.25,0.6818181818181818,0.5833333333333334,0.3636363636363637,0.13043478260869565,0.3636363636363637
김헌곤,0.4375,0.06666666666666668,0.5263157894736842,0.3636363636363637,0.2727272727272727,0.3478260869565217,0.7142857142857143,0.39130434782608703,0.4545454545454545,0.4545454545454545,0.6666666666666666
김현수,0.6818181818181818,0.4545454545454545,0.42857142857142855,0.5217391304347826,0.5,0.5789473684210527,0.6363636363636364,0.6,0.6086956521739131,0.2380952380952381,0.3684210526315789
김형준,0.0,0.42857142857142855,0.5,1.0,0.0,0.2727272727272727,0.0,0.09090909090909093,0.2,0.2,0.3636363636363637
김혜성,0.5,0.26666666666666666,0.0,0.5,0.29411764705882354,0.1875,0.2916666666666667,0.5925925925925926,0.375,0.3684210526315789,0.5
김회성,0.42857142857142855,0.7142857142857143,0.0,0.0,1.0,0.2857142857142857,0.25,0.5384615384615384,0.2777777777777778,0.14285714285714285,0.5
나경민,0.2,0.3333333333333333,0.4545454545454545,0.4,0.3333333333333333,0.25,0.4705882352941176,0.5,0.0,0.6,0.8
나성범,0.5,0.5263157894736842,0.43478260869565216,0.6521739130434783,0.3636363636363637,0.4761904761904762,0.43478260869565216,0.5416666666666666,0.5833333333333334,0.95,0.5454545454545454
나종덕,0.6666666666666666,0.3333333333333333,0.5,0.0,0.0,0.2,0.1111111111111111,0.2352941176470588,0.3636363636363637,0.3333333333333333,0.15384615384615385
나주환,0.5,0.2307692307692308,0.3157894736842105,0.4444444444444444,0.125,0.4705882352941176,0.5333333333333333,0.08333333333333333,0.5,0.625,0.16666666666666666
나지완,0.6,0.7368421052631579,0.3636363636363637,0.7,0.5263157894736842,0.5,0.56,0.3333333333333333,0.6666666666666666,0.8,0.125
노수광,0.4782608695652174,0.3333333333333333,0.39130434782608703,0.39130434782608703,0.2916666666666667,0.5454545454545454,0.6086956521739131,0.5652173913043478,0.4,0.5,0.3636363636363637
노진혁,0.3684210526315789,0.1111111111111111,0.5,0.375,0.2916666666666667,0.6086956521739131,0.7058823529411765,0.4583333333333333,0.26666666666666666,0.4375,0.5
러프,0.6956521739130435,0.5416666666666666,0.5217391304347826,0.42857142857142855,0.6111111111111112,0.6363636363636364,0.5217391304347826,0.5238095238095238,0.39130434782608703,0.3636363636363637,0.4090909090909091
로맥,0.3181818181818182,0.3181818181818182,0.5833333333333334,0.4090909090909091,0.7142857142857143,0.5909090909090909,0.2608695652173913,0.3636363636363637,0.2727272727272727,0.35,0.4545454545454545
로하스,0.5,0.3636363636363637,0.4814814814814815,0.5454545454545454,0.4090909090909091,0.5714285714285714,0.625,0.5238095238095238,0.6190476190476191,0.65,0.5909090909090909
류지혁,0.25,0.5555555555555556,0.38461538461538464,0.35294117647058826,0.4444444444444444,0.5,0.2307692307692308,0.2,0.6666666666666666,0.2307692307692308,0.29411764705882354
모창민,0.5833333333333334,0.3125,0.42105263157894735,0.25,0.5454545454545454,0.55,0.3333333333333333,0.2,0.4545454545454545,0.42857142857142855,0.4375
문규현,0.29411764705882354,0.5,0.65,0.5454545454545454,0.2727272727272727,0.16666666666666666,0.5,0.3333333333333333,0.5714285714285714,0.0,0.3
민병헌,0.4444444444444444,0.5,0.56,0.5,0.36,0.3333333333333333,0.45,0.5,0.4705882352941176,0.4761904761904762,0.4545454545454545
박건우,0.13636363636363635,0.2857142857142857,0.4782608695652174,0.5714285714285714,0.3333333333333333,0.4736842105263158,0.2380952380952381,0.6470588235294118,0.5333333333333333,0.8636363636363636,0.3333333333333333
박경수,0.4,0.4,0.3636363636363637,0.3333333333333333,0.42105263157894735,0.4736842105263158,0.15,0.625,0.35,0.6363636363636364,0.42857142857142855
박기혁,0.3333333333333333,0.6,0.75,0.2857142857142857,0.0,0.21428571428571427,0.3,0.4,0.25,0.2,0.38461538461538464
박민우,0.5416666666666666,0.3809523809523809,0.5416666666666666,0.6666666666666666,0.6666666666666666,0.42105263157894735,0.5,0.625,0.375,0.42857142857142855,0.4117647058823529
박병호,0.3181818181818182,0.3809523809523809,0.7391304347826086,0.42857142857142855,0.6521739130434783,0.5909090909090909,0.7391304347826086,0.64,0.75,0.5909090909090909,0.7727272727272727
박석민,0.5384615384615384,0.6428571428571429,0.5,0.35714285714285715,0.4090909090909091,0.6086956521739131,0.6,0.5909090909090909,0.14285714285714285,0.3,0.5
박세혁,0.38461538461538464,0.4166666666666667,0.14285714285714285,0.5454545454545454,0.2857142857142857,0.5,0.375,0.2,0.5555555555555556,0.42857142857142855,0.375
박용택,0.3157894736842105,0.4090909090909091,0.7391304347826086,0.631578947368421,0.5,0.3684210526315789,0.2631578947368421,0.2777777777777778,0.3703703703703704,0.4545454545454545,0.2272727272727273
박준태,0.26666666666666666,0.5,0.5,0.6666666666666666,0.5,0.2,0.5,1.0,0.25,0.5,0.35294117647058826
박한이,0.3684210526315789,0.6666666666666666,0.2857142857142857,0.4117647058823529,0.42857142857142855,0.5,0.3333333333333333,0.29411764705882354,0.4,0.5,0.4444444444444444
박해민,0.7083333333333334,0.5384615384615384,0.4782608695652174,0.5217391304347826,0.5652173913043478,0.5,0.39130434782608703,0.3,0.35714285714285715,0.4090909090909091,0.2608695652173913
배영섭,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.5,0.42857142857142855,0.2222222222222222,0.25,0.3333333333333333,0.25
버나디나,0.5,0.44,0.4090909090909091,0.5769230769230769,0.4444444444444444,0.5,0.39130434782608703,0.7857142857142857,0.3157894736842105,0.4782608695652174,0.4761904761904762
번즈,0.38461538461538464,0.21428571428571427,0.38461538461538464,0.2,0.125,0.5,0.4545454545454545,0.25,0.55,0.875,0.4705882352941176
손시헌,0.3,0.0,0.4117647058823529,0.5,0.25,0.0,0.35714285714285715,0.3333333333333333,0.3636363636363637,0.4,0.1875
손아섭,0.35,0.4,0.7692307692307693,0.42857142857142855,0.5454545454545454,0.2608695652173913,0.5714285714285714,0.4375,0.7083333333333334,0.38461538461538464,0.43478260869565216
손주인,0.16666666666666666,0.0,0.35714285714285715,0.4166666666666667,0.1,0.25,0.3684210526315789,0.2777777777777778,0.4761904761904762,0.42105263157894735,0.15384615384615385
송광민,0.16666666666666666,0.2857142857142857,0.43478260869565216,0.3181818181818182,0.7142857142857143,0.3157894736842105,0.25,0.5263157894736842,0.8181818181818182,0.3333333333333333,0.3333333333333333
송성문,0.4444444444444444,0.5333333333333333,0.5,0.4090909090909091,0.4666666666666667,0.6842105263157895,0.8333333333333334,0.5,0.6363636363636364,0.16666666666666666,0.6153846153846154
스크럭스,0.35,0.3684210526315789,0.5217391304347826,0.4761904761904762,0.42105263157894735,0.3333333333333333,0.5217391304347826,0.625,0.55,0.3636363636363637,0.3478260869565217
신본기,0.0,0.16666666666666666,0.5625,0.2857142857142857,0.5294117647058824,0.3333333333333333,0.2380952380952381,0.5263157894736842,0.4545454545454545,0.5333333333333333,0.29411764705882354
심우준,0.3333333333333333,0.2352941176470588,0.6153846153846154,0.6,0.5,0.0,0.21428571428571427,0.5,0.1875,0.2857142857142857,0.4615384615384616
안익훈,0.14285714285714285,0.6,0.8,0.3333333333333333,0.25,0.0,0.5,0.17391304347826084,0.14285714285714285,0.3928571428571429,0.3333333333333333
안중열,0.2307692307692308,0.5,0.4666666666666667,0.4166666666666667,0.3888888888888889,0.25,0.13333333333333333,0.5263157894736842,0.375,0.5263157894736842,0.2857142857142857
안치홍,0.35294117647058826,0.21739130434782608,0.631578947368421,0.7391304347826086,0.5416666666666666,0.2608695652173913,0.4117647058823529,0.5,0.4705882352941176,0.5217391304347826,0.4545454545454545
양석환,0.631578947368421,0.3478260869565217,0.6818181818181818,0.25,0.375,0.21739130434782608,0.25,0.3157894736842105,0.6428571428571429,0.3076923076923077,0.14285714285714285
양성우,0.42857142857142855,0.2307692307692308,0.5,0.14285714285714285,0.3684210526315789,0.35,0.2727272727272727,0.5454545454545454,0.21052631578947367,0.5416666666666666,0.625
양의지,0.5238095238095238,0.631578947368421,0.7391304347826086,0.5,0.35714285714285715,0.2608695652173913,0.3157894736842105,0.4736842105263158,0.6923076923076923,0.4705882352941176,0.5
오재원,0.2857142857142857,0.3333333333333333,0.42105263157894735,0.1111111111111111,0.3043478260869565,0.5714285714285714,0.3684210526315789,0.4782608695652174,0.21052631578947367,0.7,0.6521739130434783
오재일,0.2307692307692308,0.2352941176470588,0.5294117647058824,0.4545454545454545,0.8695652173913043,0.7272727272727273,0.4545454545454545,0.631578947368421,0.3478260869565217,0.6842105263157895,0.6818181818181818
오지환,0.19047619047619047,0.5,0.15789473684210525,0.43478260869565216,0.35,0.65,0.6666666666666666,0.5,0.3333333333333333,0.4705882352941176,0.4230769230769231
오태곤,0.21052631578947367,0.4,0.21428571428571427,0.4,0.3333333333333333,0.2380952380952381,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.4615384615384616,0.5
유강남,0.35,0.6666666666666666,0.2777777777777778,0.3684210526315789,0.4705882352941176,1.1,0.38461538461538464,0.3125,0.6666666666666666,0.3333333333333333,0.4090909090909091
유한준,0.5909090909090909,0.3636363636363637,0.5,0.5217391304347826,0.3636363636363637,0.5714285714285714,0.7894736842105263,0.3888888888888889,0.4615384615384616,0.5217391304347826,0.6190476190476191
윤석민,0.4,0.375,0.21052631578947367,0.55,0.5714285714285714,0.15789473684210525,0.55,0.35714285714285715,0.25,0.2631578947368421,0.3157894736842105
윤진호,0.0,0.16666666666666666,0.25,0.2,0.4,0.3333333333333333,0.5,1.0,0.0,0.25,0.6666666666666666
이대호,0.21428571428571427,0.5833333333333334,0.3461538461538461,0.4545454545454545,0.5909090909090909,0.5909090909090909,0.5,0.6842105263157895,0.5,0.45,0.43478260869565216
이명기,0.2631578947368421,0.5714285714285714,0.4444444444444444,0.45,0.5,0.42857142857142855,0.6190476190476191,0.3333333333333333,0.4166666666666667,0.5333333333333333,0.4761904761904762
이범호,0.375,0.55,0.4545454545454545,0.375,0.6190476190476191,0.25,0.42857142857142855,0.6363636363636364,0.6363636363636364,0.4,0.3157894736842105
이병규,0.42857142857142855,0.8,0.5454545454545454,0.6666666666666666,0.375,0.0,0.21428571428571427,0.3888888888888889,0.75,0.8461538461538461,0.3684210526315789
이상호,0.0,0.0,0.4166666666666667,0.6,0.3636363636363637,0.15384615384615385,0.25,0.08333333333333333,0.6,0.2857142857142857,0.3076923076923077
이성열,0.42857142857142855,0.42857142857142855,0.4761904761904762,0.29411764705882354,0.4736842105263158,0.3636363636363637,0.55,0.5217391304347826,0.3636363636363637,0.3636363636363637,0.3333333333333333
이성우,0.5,0.3333333333333333,0.5,0.5714285714285714,0.5,0.0,0.2222222222222222,0.0,0.2857142857142857,0.5454545454545454,0.3
이용규,0.375,0.5,0.3809523809523809,0.6,0.21052631578947367,0.3157894736842105,0.4090909090909091,0.3181818181818182,0.42857142857142855,0.5555555555555556,0.3333333333333333
이우성,0.0,0.09090909090909093,0.4736842105263158,0.2631578947368421,0.3125,0.3125,0.2380952380952381,0.65,0.16666666666666666,0.4166666666666667,0.4666666666666667
이원석,0.5652173913043478,0.4090909090909091,0.35,0.3181818181818182,0.3333333333333333,0.4090909090909091,0.56,0.45,0.4736842105263158,0.5909090909090909,0.2857142857142857
이원재,0.14285714285714285,0.4444444444444444,0.0,0.6,0.2222222222222222,0.5,1.0,0.7142857142857143,0.25,0.6666666666666666,0.4666666666666667
이재원,0.3181818181818182,0.4666666666666667,0.3888888888888889,0.35,0.5,0.7222222222222222,0.3888888888888889,0.3888888888888889,0.7857142857142857,0.631578947368421,0.5
이정후,0.43478260869565216,0.3478260869565217,0.5833333333333334,0.4583333333333333,0.25,0.3478260869565217,0.9230769230769232,0.5769230769230769,0.3684210526315789,0.6666666666666666,0.5
이지영,0.625,0.25,0.4166666666666667,0.16666666666666666,0.2222222222222222,0.4,0.5263157894736842,0.4375,0.4444444444444444,0.8333333333333334,0.5
이진영,0.6666666666666666,0.25,0.7333333333333333,0.5,0.42105263157894735,0.375,0.4,0.42857142857142855,0.4117647058823529,0.2857142857142857,0.35294117647058826
이천웅,0.4583333333333333,0.7391304347826086,0.5,0.3333333333333333,0.3181818181818182,0.3181818181818182,0.35,0.7,0.6666666666666666,0.5555555555555556,0.4615384615384616
이택근,0.2222222222222222,0.25,0.8888888888888888,0.5909090909090909,0.3684210526315789,0.15,0.4782608695652174,0.5238095238095238,0.4090909090909091,0.55,0.6086956521739131
이해창,0.16666666666666666,0.0,0.5,0.07692307692307693,0.3333333333333333,0.25,0.4666666666666667,0.5294117647058824,0.1111111111111111,0.25,0.14285714285714285
이형종,0.625,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.3157894736842105,0.3333333333333333,0.3478260869565217,0.4583333333333333,0.16666666666666666,0.5,0.3636363636363637
임병욱,0.35,0.7619047619047619,0.3333333333333333,0.2222222222222222,0.55,0.5,0.4666666666666667,0.3181818181818182,0.5833333333333334,0.4782608695652174,0.125
장성우,0.2631578947368421,0.35294117647058826,0.5238095238095238,0.29411764705882354,0.3125,0.45,0.4375,0.4736842105263158,0.3333333333333333,0.5263157894736842,0.3888888888888889
장영석,0.0,0.5,0.4166666666666667,0.5,0.5625,0.3333333333333333,0.4,0.25,0.5333333333333333,0.2352941176470588,0.35294117647058826
전준우,0.5789473684210527,0.4166666666666667,0.4615384615384616,0.6086956521739131,0.5769230769230769,0.5,0.5833333333333334,0.6,0.5217391304347826,0.7894736842105263,0.5
정근우,0.3478260869565217,0.5,0.5,0.6521739130434783,0.7368421052631579,0.3043478260869565,0.4545454545454545,0.2857142857142857,0.68,0.3333333333333333,0.6521739130434783
정범모,0.1,0.3636363636363637,0.16666666666666666,0.4166666666666667,0.5833333333333334,0.375,0.5555555555555556,0.125,0.375,0.3076923076923077,0.3333333333333333
정상호,0.0,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.2222222222222222,0.5454545454545454,0.0,0.5,0.09090909090909093,0.6923076923076923,0.2
정성훈,0.1,0.3333333333333333,0.5,0.2,0.25,0.2222222222222222,0.3333333333333333,0.631578947368421,0.5,0.3,0.7
정은원,0.3888888888888889,0.5,0.5384615384615384,0.5333333333333333,0.2,0.25,0.35294117647058826,0.25,0.5,0.5,0.125
정의윤,0.6363636363636364,0.35714285714285715,0.35714285714285715,0.5789473684210527,0.3333333333333333,0.5384615384615384,0.4444444444444444,0.2352941176470588,0.4,0.5555555555555556,0.5714285714285714
정주현,0.5,0.3125,0.2857142857142857,0.42857142857142855,0.18181818181818185,0.5,0.3157894736842105,0.06666666666666668,0.4375,0.5789473684210527,0.21428571428571427
정진기,0.25,0.14285714285714285,0.0,0.2857142857142857,0.4166666666666667,0.3333333333333333,0.0,0.35294117647058826,0.14285714285714285,0.2,0.2222222222222222
정진호,0.35714285714285715,0.6,0.3333333333333333,0.3333333333333333,0.2,0.4615384615384616,0.5384615384615384,0.3076923076923077,0.45,0.4615384615384616,0.25
정현,0.5454545454545454,0.5333333333333333,0.3,0.4166666666666667,0.7142857142857143,0.1,0.2,0.375,0.0,0.3076923076923077,0.125
정훈,0.4166666666666667,0.5,0.7,0.6666666666666666,0.3333333333333333,0.375,0.1,0.6666666666666666,1.0,0.29411764705882354,0.25
조수행,0.0,0.16666666666666666,0.375,0.4117647058823529,0.38461538461538464,0.0,0.2,0.09090909090909093,0.6666666666666666,0.4166666666666667,0.4375
주효상,0.2,0.8,0.2,0.25,0.2,0.125,0.2,0.5,0.16666666666666666,0.3333333333333333,0.4375
지석훈,0.0,0.0,0.0,0.0,0.5789473684210527,0.25,0.14285714285714285,0.2857142857142857,0.0,0.5454545454545454,0.125
지성준,0.5,0.4,0.5454545454545454,0.2857142857142857,0.5,0.6363636363636364,0.6666666666666666,0.0,0.4,0.2857142857142857,0.4615384615384616
채은성,0.7727272727272727,0.2727272727272727,0.2272727272727273,0.5,0.4736842105263158,0.3888888888888889,0.631578947368421,0.4545454545454545,0.5714285714285714,0.5238095238095238,0.7272727272727273
채태인,0.3157894736842105,0.29411764705882354,0.2777777777777778,0.5217391304347826,0.7333333333333333,0.5454545454545454,0.5,0.4,0.5833333333333334,0.42105263157894735,0.1875
초이스,0.5,0.3,0.5238095238095238,0.5238095238095238,0.39130434782608703,0.5714285714285714,0.3,0.1875,0.5,0.28,0.43478260869565216
최영진,0.6,0.25,0.5555555555555556,0.5,0.3,0.3636363636363637,0.4705882352941176,0.5,0.4666666666666667,0.25,0.2222222222222222
최원준,0.2307692307692308,0.2857142857142857,0.3333333333333333,0.3157894736842105,0.631578947368421,0.2857142857142857,0.2,0.5909090909090909,0.25,0.3478260869565217,0.5555555555555556
최재훈,0.3333333333333333,0.1,0.2857142857142857,0.3,0.42857142857142855,0.5882352941176471,0.4166666666666667,0.4545454545454545,0.4166666666666667,0.75,0.4666666666666667
최정,0.39130434782608703,0.5909090909090909,0.5714285714285714,0.3809523809523809,0.55,0.4736842105263158,0.2380952380952381,0.4545454545454545,0.4782608695652174,0.5217391304347826,0.6111111111111112
최주환,0.55,0.6,0.44,0.5263157894736842,0.8695652173913043,0.45,0.55,0.5,0.85,0.5555555555555556,0.15
최준석,0.0,0.5,0.6,0.2857142857142857,0.4,0.5294117647058824,0.42857142857142855,0.4705882352941176,0.38461538461538464,0.25,0.3636363636363637
최항,0.3333333333333333,0.4615384615384616,0.75,0.2727272727272727,0.2307692307692308,0.4117647058823529,0.5294117647058824,0.4,0.6111111111111112,0.42857142857142855,0.2727272727272727
최형우,0.2777777777777778,0.6086956521739131,0.45,0.39130434782608703,0.76,0.43478260869565216,0.5294117647058824,0.9615384615384616,0.5,0.2272727272727273,0.3478260869565217
하주석,0.4090909090909091,0.21052631578947367,0.42857142857142855,0.4117647058823529,0.55,0.2631578947368421,0.4,0.6842105263157895,0.6111111111111112,0.4,0.2222222222222222
한동희,0.6666666666666666,0.5,0.5,0.5714285714285714,0.2,0.16666666666666666,0.0,0.4,0.3333333333333333,0.4736842105263158,0.5714285714285714
한승택,0.0,0.1,0.8333333333333334,0.7,0.0,0.8333333333333334,0.2,0.3333333333333333,0.4666666666666667,0.18181818181818185,0.0
한유섬,0.3478260869565217,0.4782608695652174,0.45,0.39130434782608703,0.6666666666666666,0.631578947368421,0.4,0.4090909090909091,0.5263157894736842,0.5555555555555556,0.4761904761904762
허경민,0.3333333333333333,0.25,0.3809523809523809,0.5,0.48,0.56,0.52,0.4782608695652174,0.29411764705882354,0.3333333333333333,0.4545454545454545
호잉,0.5217391304347826,0.2380952380952381,0.5714285714285714,0.2380952380952381,0.5,0.3043478260869565,0.6363636363636364,0.5238095238095238,0.64,0.6153846153846154,0.5
황윤호,0.0,0.3333333333333333,0.0,0.5,0.0,0.3333333333333333,0.5,0.0,0.3333333333333333,0.0,0.3333333333333333
황재균,0.7619047619047619,0.25,0.48,0.5454545454545454,0.3636363636363637,0.6190476190476191,0.4761904761904762,0.45,0.5555555555555556,0.35,0.5333333333333333
강로한,0.25,0.5333333333333333,0.0,0.2727272727272727,0.2307692307692308,0.1875,0.29411764705882354,0.5263157894736842,0.5294117647058824,0.21052631578947367,0.5625
강민국,0.3333333333333333,0.0,0.6,0.42857142857142855,0.16666666666666666,0.6666666666666666,0.3333333333333333,0.2857142857142857,0.4166666666666667,0.2222222222222222,0.4
강민호,0.5333333333333333,0.3333333333333333,0.3157894736842105,0.4,0.38461538461538464,0.4736842105263158,0.2777777777777778,0.4761904761904762,0.2777777777777778,0.35714285714285715,0.6
강백호,0.5,0.35,0.5909090909090909,0.45,0.6363636363636364,0.2,0.6521739130434783,0.55,0.5652173913043478,0.5909090909090909,0.43478260869565216
고종욱,0.2,0.3888888888888889,0.0625,0.5,0.5454545454545454,0.4761904761904762,0.5,0.3333333333333333,0.3157894736842105,0.35294117647058826,0.35
구본혁,0.3076923076923077,0.3076923076923077,0.1875,0.5,0.0,0.0,0.2307692307692308,0.4166666666666667,0.3125,0.6,0.08333333333333333
구자욱,0.2,0.2857142857142857,0.4761904761904762,0.3125,0.3809523809523809,0.5909090909090909,0.4545454545454545,0.3636363636363637,0.4545454545454545,0.43478260869565216,0.3181818181818182
권희동,0.42857142857142855,0.35714285714285715,0.5555555555555556,0.2727272727272727,0.5,0.75,0.2222222222222222,0.5555555555555556,0.4761904761904762,0.375,0.3333333333333333
김강민,0.3,0.2857142857142857,0.5294117647058824,0.2307692307692308,0.26666666666666666,0.35,0.4444444444444444,0.8333333333333334,0.0,0.4666666666666667,0.21428571428571427
김규민,0.2857142857142857,0.5454545454545454,0.25,0.21052631578947367,0.6363636363636364,0.6153846153846154,0.5,0.14285714285714285,0.16666666666666666,0.25,0.45
김도환,0.4666666666666667,0.25,0.3076923076923077,0.6666666666666666,0.5,0.16666666666666666,0.25,0.0,0.2222222222222222,0.2857142857142857,0.3
김동엽,0.08333333333333333,0.17647058823529413,0.3809523809523809,0.5238095238095238,0.35,0.55,0.55,0.2352941176470588,0.15384615384615385,0.2,0.21052631578947367
김민성,0.3181818181818182,0.4615384615384616,0.2272727272727273,0.3809523809523809,0.5,0.5,0.5555555555555556,0.26666666666666666,0.42105263157894735,0.6666666666666666,0.21052631578947367
김민하,0.0,0.4,0.38461538461538464,0.4,0.2857142857142857,0.5333333333333333,1.0,0.2857142857142857,0.3333333333333333,0.14285714285714285,0.0
김민혁,0.3,0.3157894736842105,0.3043478260869565,0.42857142857142855,0.39130434782608703,0.2272727272727273,0.2727272727272727,0.48,0.4761904761904762,0.2380952380952381,0.3043478260869565
김상수,0.0,0.16666666666666666,0.2631578947368421,0.4761904761904762,0.35294117647058826,0.4545454545454545,0.3809523809523809,0.6666666666666666,0.4782608695652174,0.25,0.5
김선빈,0.6153846153846154,0.375,0.5263157894736842,0.29411764705882354,0.2,0.4545454545454545,0.5714285714285714,0.2222222222222222,0.6190476190476191,0.4,0.26666666666666666
김성욱,0.4117647058823529,0.2777777777777778,0.35294117647058826,0.5333333333333333,0.3,0.42857142857142855,0.7272727272727273,0.5714285714285714,0.4705882352941176,0.42857142857142855,0.625
김성현,0.29411764705882354,0.5,0.2307692307692308,0.2,0.38461538461538464,0.17647058823529413,0.3125,0.6,0.1176470588235294,0.2222222222222222,0.3076923076923077
김성훈,0.125,0.5555555555555556,0.0,0.1,0.0,0.5,0.25,0.5,0.5,0.3333333333333333,0.1111111111111111
김용의,0.0,0.14285714285714285,0.6,0.375,0.5,0.2,0.125,0.2222222222222222,0.8,0.2777777777777778,0.5
김재현,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.4705882352941176,0.5,1.0,0.2
김재호,0.5263157894736842,0.39130434782608703,0.3,0.125,0.4,0.6,0.45,0.3684210526315789,0.3809523809523809,0.16666666666666666,0.6842105263157895
김재환,0.375,0.3636363636363637,0.5217391304347826,0.4705882352941176,0.5294117647058824,0.7142857142857143,0.4,0.4,0.39130434782608703,0.4090909090909091,0.21739130434782608
김주찬,0.3076923076923077,0.5714285714285714,0.5,0.5,0.5,0.4705882352941176,0.375,0.42105263157894735,0.6,0.4,0.32
김지수,0.0,1.0,0.3333333333333333,0.5,0.5,0.0,0.0,0.0,0.5,0.2,1.0
