,선발,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,투구,barrel,타율,LG,KIA,KT,키움,두산,한화,NC,롯데,삼성,SSG,홈경기수,원정경기수,출루
32,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,18,0.0,0.13629647460409738,0.0,0.0,0.0,0.31851762697951314,0.0,0.0,0.0,0.31851762697951314,1.3629647460409737,0.6370352539590263,2.6370352539590263,1.3629647460409737,0.4809160305343511
33,1,5,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,18,0.9399356333386845,0.1686688122220438,0.9399356333386845,0.0,0.0,0.9399356333386845,1.879871266677369,0.0,0.0,1.879871266677369,0.12012873332263108,0.9399356333386845,4.8198069000160535,2.0,0.6923076923076923
34,2,5,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,20,0.0,0.17197605735704782,0.0,1.681436558577128,1.681436558577128,0.0,0.0,1.681436558577128,0.840718279288564,0.0,0.31856344142287196,0.0,1.1592817207114359,3.6814365585771283,0.5274261603375527
35,2,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,33,0.0,0.08732108412649714,0.61124758888548,0.0,0.0,0.0,0.0,0.61124758888548,0.61124758888548,0.0,0.0,1.38875241111452,1.69437620555726,2.22249517777096,0.7627118644067796
36,2,6,0,1,0,0,0,2,0,0,0,0,0,0,3,0,0,0,31,0.0,0.23900631538208905,1.6730442076746235,0.0,0.0,0.0,0.0,1.6730442076746235,1.6730442076746235,0.0,0.0,0.3269557923253765,1.1634778961626884,4.3460884153492465,0.6315789473684211
37,2,7,0,2,0,0,0,2,0,0,0,0,0,0,4,0,0,0,34,0.0,0.2857142857142857,0.39097139163375516,0.0,0.0,0.0,0.0,1.1954856958168776,0.39097139163375516,0.0,1.6090286083662448,0.0,1.8045143041831224,1.7819427832675103,0.48
38,2,7,0,2,1,0,0,3,0,0,0,0,0,0,3,0,0,0,31,0.17320515534221048,0.31320716751463656,1.8267948446577895,0.0,0.0,0.0,0.0,1.653589689315579,1.8267948446577895,0.0,0.0,0.0,1.0,4.307179378631158,0.46753246753246747
39,2,6,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,31,0.0,0.20878790389707202,2.0,0.0,0.0,0.0,0.0,0.7076367854708108,0.7076367854708108,0.0,0.6461816072645946,0.0,1.6461816072645945,2.4152735709416215,0.7083333333333335
40,18,73,12,22,6,0,3,39,14,0,0,5,1,0,12,0,0,1,320,8.357876763952472,0.3019054541422226,5.284246472095054,1.2842464720950542,3.9263697081425812,1.4315070558098917,0.0,2.642123236047527,3.357876763952473,0.3578767639524729,1.9263697081425812,0.7157535279049458,8.642123236047528,11.0,0.4968287526427061
41,18,78,11,23,6,0,2,38,17,0,0,4,2,0,15,0,0,0,328,7.555284714464943,0.3057368136716638,1.1105694289298844,1.4447152855350578,2.0,2.555284714464942,2.8894305710701156,3.444715285535058,1.1105694289298844,1.722357642767529,1.4447152855350578,2.0,10.889430571070115,8.832927071697412,0.4970414201183432
42,17,71,14,24,6,0,5,47,18,0,0,6,2,0,16,0,0,1,331,7.844356211522145,0.3376665199505182,3.22957080768143,0.7704291923185698,2.77042919231857,4.0,0.7704291923185698,2.0,3.22957080768143,1.385214596159285,0.0,1.2295708076814302,8.0,11.77042919231857,0.46796494644595904
43,17,70,14,23,7,0,4,44,15,0,0,6,1,0,15,0,0,2,321,10.227713053596275,0.333633783259511,1.5445738928074482,0.0,2.6138565267981377,5.2277130535962755,1.8415695803944139,0.7722869464037241,3.3861434732018623,0.38614347320186204,1.227713053596276,2.6138565267981377,10.455426107192551,9.158430419605587,0.4664310954063604
44,16,71,13,26,8,0,3,47,14,0,0,6,1,0,17,0,0,1,328,9.832385720323028,0.36869680362056145,3.583807139838486,0.8323857203230283,2.0,2.7514214195154576,1.2485785804845424,1.5838071398384859,2.3352285593539435,1.8323857203230283,0.0,2.416192860161514,8.0,10.583807139838486,0.4699272967614012
45,2,9,1,3,0,0,0,3,0,0,0,0,0,0,1,0,0,0,38,1.0,0.33726614934624366,1.7420035814490822,0.0,0.0,0.0,0.0,0.0,0.2579964185509178,0.0,0.7420035814490822,0.0,1.7420035814490822,1.0,0.46768060836501896
46,2,7,1,2,0,0,0,3,1,0,0,2,0,0,1,0,0,0,38,1.0,0.318381900955517,0.8970859426689788,0.0,0.0,0.0,0.0,0.5514570286655106,0.0,0.0,1.5514570286655105,0.0,0.8970859426689788,2.102914057331021,0.481012658227848
47,2,8,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,38,1.0,0.1842315076218124,0.6769315156778561,0.0,0.0,0.0,0.0,1.9846027264832158,0.0,0.6615342421610719,0.33846575783892807,0.6615342421610719,2.0,2.323068484322144,0.5454545454545454
48,2,9,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,38,1.0,0.24035484768611257,0.46626751192860905,0.0,0.0,0.0,0.7668662440356955,0.0,0.0,1.533732488071391,0.23313375596430452,0.0,1.2331337559643045,2.533732488071391,0.481012658227848
49,2,9,1,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,36,1.0,0.41212641260318433,1.2237402204394927,0.0,0.0,0.0,0.0,0.0,0.7762597795605072,0.0,0.22374022043949282,0.0,1.2237402204394927,1.0,0.46753246753246747
50,12,41,3,9,3,0,0,14,7,0,0,7,0,0,14,0,0,0,230,3.8151093051693827,0.23516898821568394,2.1848906948306173,3.6302186103387655,1.6302186103387657,0.5546720844918515,1.8151093051693827,1.8151093051693827,1.6302186103387657,0.5546720844918515,1.1848906948306173,0.0,6.815109305169383,6.554672084491852,0.4934210526315789
51,11,45,7,13,4,0,0,20,8,0,0,5,1,0,12,0,0,0,239,5.907757548568019,0.30068820708992683,1.0461212257159906,0.18448490286396213,2.9538787742840094,2.8616363228520285,2.9538787742840094,2.0,0.09224245143198107,0.0,1.9538787742840094,2.8616363228520285,8.90775754856802,7.907757548568019,0.4967067028283611
52,13,40,3,9,3,0,0,13,7,0,0,8,1,0,16,0,0,0,229,4.0,0.22695001046615357,2.0377940172821516,4.037794017282152,2.0,0.0,2.0377940172821516,1.9244119654356973,2.0,0.0,1.0755880345643027,0.0,7.1511760691286055,6.075588034564303,0.48
53,11,44,6,14,3,0,0,17,4,0,0,5,0,0,7,0,1,0,229,2.103966770262309,0.32770179994412496,1.0519833851311544,2.103966770262309,2.0,0.0,3.896033229737691,2.0,0.1039667702623086,0.9480166148688457,1.0,0.0,5.103966770262309,6.0,0.4809160305343511
54,11,44,6,14,3,0,0,17,4,0,0,5,0,0,7,0,1,0,229,2.1129470792820078,0.3272153665388913,1.0564735396410039,2.1129470792820078,2.0,0.0,3.8870529207179922,2.0,0.11294707928200753,0.9435264603589962,1.0,0.0,5.112947079282008,6.0,0.48
55,3,12,2,2,0,0,0,2,0,0,0,1,0,0,3,0,0,0,58,0.27755642582204376,0.18690515604952396,1.7224435741779562,2.5836653612669345,0.0,0.0,0.0,0.0,0.8612217870889781,1.2775564258220438,0.0,0.8612217870889781,3.861221787088978,3.5836653612669345,0.48
56,4,16,2,4,0,0,1,8,3,0,0,0,0,0,2,0,0,0,62,1.6636925458215512,0.28213891038666783,0.33630745417844865,0.0,0.0,0.0,0.0,0.6726149083568973,0.0,3.3363074541784488,0.0,0.33630745417844865,3.6726149083568975,1.6726149083568973,0.4680741503604532
57,4,16,2,4,0,0,1,8,4,0,0,0,0,0,2,0,0,0,61,1.7898472001588068,0.29352787223655896,0.21015279984119306,0.0,0.0,0.0,0.0,0.4203055996823861,0.0,3.210152799841193,0.0,0.21015279984119306,3.4203055996823863,1.4203055996823861,0.46808510638297873
58,3,13,2,2,0,0,0,4,1,0,0,1,0,0,3,0,0,0,58,0.6621491693292314,0.21494837693025642,1.3378508306707686,2.0067762460061527,0.0,0.0,0.0,0.0,0.6689254153353843,1.6621491693292314,0.0,0.6689254153353843,3.6689254153353845,3.0067762460061527,0.481012658227848
59,1,14,3,5,0,0,0,6,5,0,0,1,0,0,3,0,0,0,62,0.5395197266255944,0.3451000061021072,1.4604802733744056,0.0,0.0,1.4604802733744056,0.0,0.0,0.0,3.0,1.4604802733744056,0.7302401366872028,5.1907204100616084,5.381440820123217,0.48148148148148145
60,19,77,10,22,5,0,6,47,23,0,0,5,0,0,5,3,0,2,297,11.076437812731198,0.2833579113287384,0.0,0.07643781273119776,3.0,2.9235621872688022,3.0,0.025479270910399254,2.0254792709103993,1.9490414581792015,2.9235621872688022,3.0,8.101917083641597,10.898082916358403,0.48582995951417
61,17,74,17,24,3,0,3,38,10,1,2,6,2,0,7,0,0,0,296,8.106791358807051,0.32448467170992046,0.9822014401988249,0.053395679403525076,1.0355971196023501,1.9644028803976499,2.017798559801175,2.9644028803976497,0.053395679403525076,2.946604320596475,2.946604320596475,2.017798559801175,7.088992799005875,9.946604320596474,0.4687499999999999
62,19,75,9,23,4,0,3,38,15,0,0,7,0,1,6,1,0,0,298,15.741411001429025,0.3155118757163696,2.3218813352387,3.0,1.2585889985709748,1.7414110014290252,1.2585889985709748,1.580470333809675,1.2585889985709748,1.16094066761935,2.3218813352387,2.419529666190325,11.419529666190325,8.16094066761935,0.48
63,19,72,7,22,3,0,3,35,18,0,0,10,0,1,6,4,0,0,292,10.978897425924956,0.31654943014402753,1.5105512870375217,1.4894487129624783,1.4894487129624783,1.5105512870375217,1.4894487129624783,0.4964829043208261,1.4894487129624783,2.0140683827166956,1.5105512870375217,2.496482904320826,10.489448712962478,8.510551287037522,0.481012658227848
64,18,63,11,20,3,0,3,34,12,0,0,14,0,0,6,0,0,0,291,10.396458694443123,0.32364639433990083,0.0,0.2973440208323419,3.0,2.702655979167658,3.0,1.9008853263892194,0.2973440208323419,0.0,2.702655979167658,2.0991146736107806,9.297344020832341,9.702655979167659,0.47372210223182143
65,10,35,2,7,1,0,0,9,3,1,0,3,1,0,5,2,0,1,151,3.899369392347369,0.19662826839523934,2.0503153038263155,2.9245270442605267,2.9496846961736845,3.0,0.0,0.05031530382631555,3.0251576519131578,0.05031530382631555,0.0,1.0251576519131578,6.0,6.150945911478947,0.4855491329479769
66,9,34,6,7,0,0,0,8,6,1,0,3,1,0,5,0,1,1,154,1.430148647981441,0.21159467452117417,3.0465675680123727,0.0,1.4767162159938136,1.569851352018559,0.0,2.0,2.0931351360247454,1.0465675680123727,1.430148647981441,1.0465675680123727,5.046567568012373,8.662986488043305,0.4660766961651917
67,9,31,7,8,1,0,0,10,6,0,0,4,1,0,5,0,1,1,153,0.2734075398662861,0.2809553798061786,4.109363015946514,0.0,0.9453184920267428,2.8359554760802284,0.0,1.8906369840534856,3.781273968106971,2.0,0.16404452391977165,1.8906369840534856,6.0,11.617229444187199,0.512749827705031
68,9,33,6,7,0,0,0,8,6,1,0,3,1,0,5,0,1,1,154,1.07014539767837,0.22912861661082262,3.2865697348810867,0.0,1.3567151325594566,1.92985460232163,0.0,2.0,2.5731394697621734,1.2865697348810867,1.07014539767837,1.2865697348810867,5.286569734881087,9.502994072083803,0.4660766961651917
69,9,32,7,8,1,0,0,9,5,0,0,4,1,0,5,0,1,0,152,0.030717968230125292,0.27956325442307794,3.9846410158849372,0.030717968230125292,0.9846410158849374,2.953923047654812,0.0,1.9846410158849372,3.9692820317698745,1.9846410158849372,0.015358984115062646,2.0153589841150628,5.984641015884938,11.938564063539749,0.5217391304347825
70,1,14,3,4,0,0,0,4,1,0,0,0,0,0,2,0,0,0,50,1.0,0.3116544012371019,0.0,0.3184191913402862,1.3631616173194276,2.6815808086597137,1.0,0.6368383826805724,1.3631616173194276,0.6815808086597138,2.6815808086597137,2.0447424259791416,6.681580808659714,6.089484851958283,0.5064220183486239
71,1,14,3,4,0,0,0,4,1,0,0,0,0,0,2,0,0,0,50,1.0,0.3367201258091917,0.0,0.14295911933565786,2.0,2.7140817613286843,1.0,0.2859182386713157,2.0,1.1429591193356579,3.0,2.7140817613286843,7.285918238671316,7.571122641993027,0.48
72,1,13,3,4,0,0,0,4,1,0,0,0,0,0,1,0,0,0,50,0.545302319098021,0.3084252484747879,0.0,0.9093953618039581,2.0,1.635906957294063,0.545302319098021,0.9093953618039581,2.0,1.4546976809019792,1.635906957294063,2.0906046381960417,6.545302319098021,6.181209276392083,0.48
73,1,14,1,3,0,0,0,4,1,0,0,0,0,0,2,0,0,0,55,1.0,0.2260486947378521,0.0,0.9176591368350346,2.0,1.1646817263299307,1.0,1.8353182736700693,2.0,1.9176591368350346,3.0,1.1646817263299307,8.835318273670069,5.247022589494896,0.4808743169398907
74,1,12,2,4,0,0,0,4,1,0,0,0,0,0,2,0,0,0,49,1.0,0.3380105073174262,0.0,0.3348161219450405,1.6651838780549595,2.6651838780549593,0.6651838780549595,0.0,1.330367756109919,1.0,2.6651838780549593,2.330367756109919,5.325919390274797,6.995551634164879,0.5130434782608696
75,17,59,10,15,2,0,3,29,10,1,0,8,0,0,10,3,0,0,257,6.173755251717102,0.258069827934322,3.0434388129292755,0.13031643878782662,0.08687762585855108,2.9565611870707245,0.0,0.08687762585855108,2.0434388129292755,1.913122374141449,0.08687762585855108,3.913122374141449,5.304071690504928,11.826244748282898,0.6315789473684211
76,17,71,9,23,3,0,0,30,6,1,0,2,0,0,5,2,0,0,257,9.38809281350254,0.33349962208839673,4.20396906216582,2.3880928135025394,2.0,2.0,0.40793812433164023,1.5920618756683598,3.0,0.0,1.7960309378341799,2.6119071864974606,11.38809281350254,8.61190718649746,0.47222222222222227
77,16,67,6,21,3,0,0,26,8,1,0,4,0,0,5,2,0,0,258,6.541858037125979,0.32198327099240903,3.135464509281495,1.703196763922242,2.0,2.0,1.296803236077758,2.0,3.0,0.0,1.1354645092814948,2.0,10.703196763922243,8.0,0.4743083003952569
78,17,70,7,22,3,0,1,29,8,1,0,2,0,0,6,2,0,0,261,10.0,0.30826856931050306,2.81252588784147,2.4062629439207353,1.7031314719603676,2.0,1.18747411215853,1.406262943920735,2.1093944158811024,0.593737056079265,2.8906055841188976,2.0,10.81252588784147,8.890605584118898,0.48
79,17,72,8,24,3,0,1,31,8,1,0,2,0,0,5,3,0,0,257,9.778109984456304,0.33757149954106075,3.944527496114076,2.833582488342227,1.8890549922281514,2.055472503885924,0.0,1.8890549922281514,2.944527496114076,0.11094500777184857,1.8890549922281514,2.1109450077718486,11.61169247279853,8.221890015543696,0.6315789473684211
80,14,55,10,11,2,0,1,18,10,0,0,5,1,1,13,2,0,2,241,4.105541164928464,0.201813988772208,2.1055411649284648,2.052770582464232,3.7889176701430705,0.052770582464232385,1.8944588350715352,2.8944588350715352,2.0,0.052770582464232385,1.0,0.15831174739269738,8.894458835071536,7.105541164928464,0.4893267651888341
81,16,59,9,16,3,0,1,25,10,0,0,5,1,0,6,0,0,1,245,7.248371155926615,0.2887125837959129,2.7516288440733847,3.0,0.0,1.6241855779633076,1.872556733889923,0.37581442203669235,0.7516288440733847,2.2483711559266153,0.37581442203669235,2.3758144220366924,6.375814422036692,10.248371155926616,0.49999999999999994
82,15,62,6,14,2,0,0,18,10,1,0,4,1,1,7,0,0,4,245,5.618627349485584,0.22782015756928348,3.6186273494855836,2.809313674742792,0.7627453010288328,0.8093136747427918,0.3813726505144164,1.3813726505144164,2.0,0.8093136747427918,1.0,2.4279410242283754,7.381372650514416,8.618627349485584,0.4893267651888341
83,14,57,9,12,2,0,1,18,10,0,0,5,1,1,11,2,0,2,242,4.567883136019791,0.20976049140034017,2.567883136019791,2.2839415680098956,2.864233727960418,0.28394156800989545,1.432116863980209,2.432116863980209,2.0,0.28394156800989545,1.0,0.8518247040296862,8.432116863980209,7.567883136019791,0.48904593639575966
84,15,60,7,13,2,0,0,18,10,1,0,4,1,1,8,1,0,3,244,5.280112690663884,0.2220019368707855,3.2801126906638847,2.640056345331942,1.4397746186722307,0.6400563453319423,0.7198873093361153,1.7198873093361153,2.0,0.6400563453319423,1.0,1.920169035995827,7.719887309336116,8.280112690663884,0.4873096446700508
85,11,38,7,9,2,0,1,15,4,0,0,3,1,0,5,2,0,0,167,2.3307754555571525,0.243963097720705,0.9923263666714579,0.0,2.338449088885695,3.346122722214237,0.0,1.3384490888856948,4.338449088885695,0.3307754555571526,3.0,0.0,7.669224544442847,8.015347266657084,0.4691244239631336
86,11,38,5,7,2,0,0,9,2,0,0,2,1,0,7,1,0,0,161,3.132705753558157,0.20371040861583162,2.867294246441843,0.3981172606744702,1.2654115071163134,0.3981172606744702,0.0,0.0,3.0,0.8672942464418433,2.60188273932553,0.13270575355815672,6.867294246441843,4.265411507116314,0.4876847290640395
87,16,42,3,9,2,0,0,11,0,0,1,2,0,0,8,1,1,0,172,2.1557780888985825,0.22828515677439784,0.46733426669574696,1.6884438222028353,1.0,1.6884438222028353,3.3768876444056706,2.532665733304253,2.1557780888985825,1.0,2.1557780888985825,0.0,7.8442219111014175,9.065331466608505,0.48148148148148145
88,9,37,4,5,0,0,0,7,4,0,0,2,1,0,6,0,1,0,158,3.0,0.15687402840092218,2.310586366163671,0.0,1.6894136338363288,0.0,0.0,1.3788272676726578,0.9317590984910131,0.3105863661636711,3.0,0.0,4.931759098491013,4.689413633836329,0.46664758087603775
89,12,39,5,8,2,0,0,10,1,0,0,2,0,0,8,1,1,0,165,2.7696948469531844,0.21144546036979933,2.3090845408595535,0.46061030609363107,1.0,0.46061030609363107,0.9212206121872621,0.6909154591404466,2.7696948469531844,1.0,2.7696948469531844,0.0,7.230305153046816,5.381830918280893,0.48062015503875966
90,13,51,5,13,3,1,0,20,4,1,1,2,0,0,8,0,0,0,205,3.7774656947190017,0.25794765376003564,1.7774656947190015,2.3323970841570043,1.7774656947190015,1.7774656947190015,0.6676029158429955,2.0,0.6676029158429955,2.3323970841570043,0.7774656947190015,0.445068610561997,6.222534305280998,8.332397084157005,0.504885993485342
91,14,49,3,14,1,0,0,20,5,0,0,4,0,0,11,0,0,0,206,5.051889875642065,0.2975588507604125,2.5259449378210324,1.948110124357935,0.9481101243579351,2.5259449378210324,1.051889875642065,2.0,0.0,3.0,1.5259449378210324,0.0,5.474055062178968,10.051889875642065,0.46322671024982487
