PCODE,NAME,year,선발,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,투구,barrel,start_date,end_date,gap,게임수,출루,장타,series_index
60523.0,정훈,2020,14,61,10,17,5,0,1,25,6,0,0,6,0,0,14,1,0,0,279,10.0,2020-05-13,2020-07-03,-51 days,15,0.4857142857142857,0.5714285714285714,t6
60523.0,정훈,2020,6,22,6,9,2,0,1,14,6,1,0,3,1,0,6,0,0,1,107,4.0,2020-05-05,2020-05-12,-7 days,6,0.43283582089552236,0.5081967213114754,t7
60523.0,정훈,2021,15,56,8,15,1,0,1,19,7,1,0,4,0,0,9,1,0,1,267,4.0,2021-06-26,2021-08-17,-52 days,15,0.5606060606060606,0.62,t1
60523.0,정훈,2021,15,63,8,27,3,0,3,39,13,3,1,3,0,1,8,0,0,1,271,11.0,2021-06-09,2021-06-25,-16 days,15,0.35,0.375,t2
60523.0,정훈,2021,14,58,7,18,1,0,2,25,14,1,0,4,1,1,10,1,0,0,262,6.0,2021-05-21,2021-06-08,-18 days,15,0.5522388059701493,0.7142857142857143,t3
60523.0,정훈,2021,15,55,13,15,3,0,2,24,5,1,0,11,0,0,13,0,0,0,283,6.0,2021-04-29,2021-05-19,-20 days,15,0.421875,0.4827586206896552,t4
60523.0,정훈,2021,15,58,10,18,7,0,1,28,9,1,0,11,0,0,10,1,1,0,304,8.0,2021-04-08,2021-04-28,-20 days,15,0.4696969696969697,0.5272727272727272,t5
60558.0,오태곤,2018,11,49,6,10,1,0,3,20,11,1,2,2,1,0,13,1,1,1,209,3.0,2018-08-08,2018-09-15,-38 days,15,0.2558139534883721,0.225,t1
60558.0,오태곤,2018,5,26,4,7,1,0,0,8,0,2,0,1,0,0,8,1,0,0,104,0.0,2018-07-18,2018-08-07,-20 days,15,0.32075471698113206,0.4897959183673469,t2
60558.0,오태곤,2018,11,41,5,10,3,1,1,18,5,1,0,5,0,0,13,2,0,0,177,5.0,2018-06-17,2018-07-17,-30 days,15,0.3333333333333333,0.34615384615384615,t3
60558.0,오태곤,2018,13,49,4,14,2,0,2,22,3,2,3,5,0,0,16,2,2,0,214,1.0,2018-05-31,2018-06-16,-16 days,15,0.43478260869565216,0.5609756097560976,t4
60558.0,오태곤,2018,10,43,9,12,3,1,1,20,3,2,0,0,1,0,10,1,0,0,160,5.0,2018-05-13,2018-05-30,-17 days,15,0.4107142857142857,0.5306122448979592,t5
60558.0,오태곤,2018,10,40,9,14,4,0,2,24,5,1,1,5,0,0,12,0,0,0,186,3.0,2018-04-22,2018-05-11,-19 days,15,0.4090909090909091,0.5813953488372093,t6
60558.0,오태곤,2018,9,37,4,8,1,0,2,15,5,1,0,1,2,0,8,0,0,0,129,3.0,2018-04-03,2018-04-21,-18 days,15,0.5555555555555556,0.75,t7
60558.0,오태곤,2019,10,46,4,6,2,0,0,8,0,0,0,2,0,0,11,1,0,0,175,2.0,2019-08-09,2019-08-27,-18 days,15,0.375,0.4482758620689655,t1
60558.0,오태곤,2019,15,64,14,24,4,1,3,39,11,3,0,2,0,0,12,1,0,0,229,7.0,2019-07-13,2019-08-08,-26 days,15,0.20833333333333334,0.21739130434782608,t2
60558.0,오태곤,2019,13,43,11,13,3,0,0,16,6,3,0,4,0,0,8,0,0,1,185,3.0,2019-06-23,2019-07-12,-19 days,15,0.5151515151515151,0.734375,t3
60558.0,오태곤,2019,6,25,8,4,1,0,0,5,2,1,0,0,0,0,7,1,0,0,96,1.0,2019-06-02,2019-06-22,-20 days,15,0.425531914893617,0.4418604651162791,t4
60558.0,오태곤,2019,15,61,9,14,3,0,0,17,3,3,0,4,2,0,12,1,2,0,251,9.0,2019-05-11,2019-05-30,-19 days,15,0.2,0.24,t5
60558.0,오태곤,2019,12,46,10,13,2,0,2,21,7,1,2,12,0,0,9,0,1,0,224,2.0,2019-04-13,2019-05-10,-27 days,15,0.3333333333333333,0.32786885245901637,t6
60558.0,오태곤,2019,10,30,1,5,0,0,0,5,1,3,0,3,2,0,9,2,0,1,134,1.0,2019-03-26,2019-04-11,-16 days,15,0.4915254237288136,0.5434782608695652,t7
60558.0,오태곤,2020,15,53,3,14,1,0,1,18,8,5,3,4,0,0,10,3,1,0,210,5.0,2020-09-16,2020-10-08,-22 days,15,0.36065573770491804,0.4074074074074074,t1
60558.0,오태곤,2020,12,50,11,19,4,0,3,32,9,5,1,2,1,0,5,1,1,0,191,3.0,2020-08-27,2020-09-15,-19 days,15,0.3448275862068966,0.37735849056603776,t2
60558.0,오태곤,2020,7,30,2,8,3,0,0,11,5,1,1,1,1,0,3,1,1,0,114,2.0,2020-07-09,2020-08-25,-47 days,15,0.5370370370370371,0.78,t3
60558.0,오태곤,2020,3,20,3,8,1,0,0,9,4,0,0,0,2,0,7,0,0,0,92,0.0,2020-06-19,2020-07-07,-18 days,15,0.3939393939393939,0.4666666666666667,t4
60558.0,오태곤,2020,4,22,4,3,0,1,0,5,1,1,0,1,2,0,4,1,0,0,77,1.0,2020-05-13,2020-06-02,-20 days,15,0.5,0.5,t5
60558.0,오태곤,2021,6,27,6,10,3,0,0,13,1,0,2,3,0,0,4,1,0,0,117,2.0,2021-06-23,2021-08-11,-49 days,15,0.35,0.4444444444444444,t1
60558.0,오태곤,2021,5,25,3,5,0,0,2,11,6,0,1,1,0,0,7,2,0,0,98,2.0,2021-05-30,2021-06-22,-23 days,15,0.5333333333333333,0.5925925925925926,t2
60558.0,오태곤,2021,4,27,6,8,1,0,1,12,6,5,0,1,0,0,8,0,0,0,101,2.0,2021-05-08,2021-05-29,-21 days,15,0.3076923076923077,0.52,t3
60558.0,오태곤,2021,3,23,3,4,0,0,0,4,0,0,1,2,0,0,8,0,0,0,95,3.0,2021-04-17,2021-05-06,-19 days,15,0.39285714285714285,0.5185185185185185,t4
61102.0,유강남,2018,13,48,8,21,6,0,4,39,9,0,0,4,1,1,9,2,2,0,192,6.0,2018-08-14,2018-09-18,-35 days,15,0.42857142857142855,0.47058823529411764,t1
61102.0,유강남,2018,12,45,3,13,7,0,0,20,4,0,0,1,1,0,7,3,0,1,163,6.0,2018-07-24,2018-08-12,-19 days,15,0.6607142857142857,1.0208333333333333,t2
61102.0,유강남,2018,12,47,9,16,1,0,6,35,15,0,0,1,3,0,5,2,0,0,192,6.0,2018-06-30,2018-07-22,-22 days,15,0.46808510638297873,0.6,t3
61102.0,유강남,2018,10,44,4,14,4,0,0,18,2,0,0,3,0,0,5,3,0,0,165,2.0,2018-06-09,2018-06-29,-20 days,15,0.5294117647058824,0.8936170212765957,t4
61102.0,유강남,2018,12,46,4,7,1,0,1,11,5,0,0,2,3,0,11,1,0,0,193,2.0,2018-05-20,2018-06-08,-19 days,15,0.44680851063829785,0.5,t5
61102.0,유강남,2018,12,50,2,9,2,0,0,11,3,0,0,2,0,0,10,3,0,0,208,2.0,2018-05-01,2018-05-19,-18 days,15,0.27450980392156865,0.2826086956521739,t6
61102.0,유강남,2018,14,55,12,18,4,0,5,37,15,0,0,5,0,0,17,4,0,0,239,5.0,2018-04-11,2018-04-29,-18 days,15,0.25,0.26,t7
61102.0,유강남,2018,12,39,8,14,3,0,3,26,6,0,0,5,1,0,6,2,0,0,186,2.0,2018-03-24,2018-04-10,-17 days,12,0.5333333333333333,0.8363636363636363,t8
61102.0,유강남,2019,14,49,2,15,3,0,1,21,4,0,0,3,0,1,16,0,1,0,209,3.0,2019-08-25,2019-09-15,-21 days,15,0.4583333333333333,0.6511627906976745,t1
61102.0,유강남,2019,12,43,6,13,3,0,3,25,8,0,0,7,3,1,10,2,0,0,202,5.0,2019-08-07,2019-08-24,-17 days,15,0.42592592592592593,0.5102040816326531,t2
61102.0,유강남,2019,14,49,5,9,0,0,1,12,4,0,0,3,1,0,8,7,0,1,195,3.0,2019-07-11,2019-08-06,-26 days,15,0.5555555555555556,0.7209302325581395,t3
61102.0,유강남,2019,13,48,6,15,2,0,2,23,7,0,0,3,1,0,6,3,0,1,204,11.0,2019-06-21,2019-07-09,-18 days,15,0.2641509433962264,0.2653061224489796,t4
61102.0,유강남,2019,14,48,4,14,4,0,1,21,4,0,0,3,2,0,8,1,0,1,210,1.0,2019-05-22,2019-06-20,-29 days,15,0.4423076923076923,0.5625,t5
61102.0,유강남,2019,13,49,4,12,0,0,0,12,4,0,0,0,1,0,11,1,0,1,186,4.0,2019-05-03,2019-05-21,-18 days,15,0.4528301886792453,0.5416666666666666,t6
61102.0,유강남,2019,13,51,9,13,4,0,3,26,8,0,0,5,3,0,9,3,0,1,254,3.0,2019-04-13,2019-05-02,-19 days,15,0.26,0.24489795918367346,t7
61102.0,유강남,2019,13,49,5,13,5,0,3,27,7,0,0,2,1,0,6,3,0,1,204,8.0,2019-03-26,2019-04-12,-17 days,15,0.4745762711864407,0.6470588235294118,t8
61102.0,유강남,2020,11,37,3,9,2,0,1,14,3,0,0,4,2,0,2,3,2,0,154,3.0,2020-09-26,2020-10-10,-14 days,15,0.43636363636363634,0.4666666666666667,t1
61102.0,유강남,2020,15,50,2,9,3,0,0,12,3,0,0,1,1,0,10,2,0,0,181,7.0,2020-09-06,2020-09-24,-18 days,15,0.4,0.4594594594594595,t2
61102.0,유강남,2020,13,47,4,10,1,0,4,23,8,0,0,4,1,0,13,3,0,0,196,4.0,2020-08-18,2020-09-04,-17 days,15,0.2692307692307692,0.3,t3
61102.0,유강남,2020,14,49,11,14,2,0,3,25,13,0,0,5,0,0,12,3,0,0,177,8.0,2020-07-28,2020-08-16,-19 days,15,0.38461538461538464,0.5957446808510638,t4
61102.0,유강남,2020,15,60,4,14,2,0,1,19,7,0,0,2,2,0,15,2,0,0,227,7.0,2020-07-04,2020-07-26,-22 days,15,0.4444444444444444,0.6122448979591837,t5
61102.0,유강남,2020,12,46,5,13,2,0,1,18,6,0,0,1,1,0,6,2,0,0,163,5.0,2020-06-17,2020-07-03,-16 days,15,0.328125,0.36666666666666664,t6
61102.0,유강남,2020,12,47,11,21,3,0,2,30,18,0,0,2,2,0,10,0,0,1,188,9.0,2020-05-30,2020-06-16,-17 days,15,0.375,0.45652173913043476,t7
61102.0,유강남,2020,14,44,4,7,0,0,1,10,4,1,1,4,3,1,9,1,0,0,176,7.0,2020-05-12,2020-05-29,-17 days,15,0.5882352941176471,0.7446808510638298,t8
61102.0,유강남,2021,14,48,2,12,3,0,1,18,11,0,0,3,1,0,4,0,0,1,184,1.0,2021-06-19,2021-08-14,-56 days,15,0.3125,0.27906976744186046,t1
61102.0,유강남,2021,13,49,4,10,2,0,1,15,8,0,0,2,2,0,11,3,1,1,218,3.0,2021-05-28,2021-06-17,-20 days,15,0.38461538461538464,0.4583333333333333,t2
61102.0,유강남,2021,12,42,4,12,1,0,2,19,7,1,0,4,1,0,9,2,0,0,189,3.0,2021-05-09,2021-05-27,-18 days,15,0.3148148148148148,0.3673469387755102,t3
61102.0,유강남,2021,15,55,4,13,3,0,0,16,6,0,0,2,2,0,8,2,0,0,225,7.0,2021-04-18,2021-05-09,-21 days,15,0.425531914893617,0.5238095238095238,t4
61102.0,유강남,2021,10,36,5,10,1,0,2,17,8,1,0,5,2,0,4,0,0,0,173,8.0,2021-04-04,2021-04-17,-13 days,12,0.3389830508474576,0.34545454545454546,t5
61186.0,이천웅,2018,15,56,10,12,1,0,0,13,6,3,1,7,1,0,6,4,1,1,246,2.0,2018-08-10,2018-09-14,-35 days,15,0.5714285714285714,0.6481481481481481,t1
61186.0,이천웅,2018,11,51,8,20,6,1,0,28,3,0,1,4,0,0,3,1,0,0,207,1.0,2018-07-22,2018-08-09,-18 days,15,0.3230769230769231,0.25,t2
61186.0,이천웅,2018,11,46,8,17,1,0,1,21,8,1,2,3,0,0,7,3,0,1,187,4.0,2018-06-29,2018-07-21,-22 days,15,0.5636363636363636,0.6862745098039216,t3
61186.0,이천웅,2018,12,47,8,18,2,0,0,20,2,3,1,6,0,1,8,0,0,0,186,5.0,2018-06-09,2018-06-27,-18 days,15,0.4489795918367347,0.5,t4
61186.0,이천웅,2018,13,53,7,15,3,1,1,23,10,1,1,6,0,1,10,0,0,0,206,6.0,2018-05-23,2018-06-08,-16 days,15,0.5,0.46808510638297873,t5
61186.0,이천웅,2018,11,43,6,17,3,0,0,20,2,2,0,4,0,0,8,1,1,0,178,4.0,2018-04-08,2018-05-22,-44 days,15,0.45,0.5283018867924528,t6
61186.0,이천웅,2019,15,66,10,19,3,1,0,24,3,2,0,5,0,0,9,1,0,0,252,4.0,2019-08-23,2019-09-13,-21 days,15,0.38235294117647056,0.29310344827586204,t1
61186.0,이천웅,2019,15,56,11,17,0,0,0,17,3,1,1,5,2,0,8,2,0,1,267,2.0,2019-08-04,2019-08-22,-18 days,15,0.39436619718309857,0.42424242424242425,t2
61186.0,이천웅,2019,15,65,18,25,6,1,0,33,5,4,1,3,2,0,8,1,1,0,243,6.0,2019-07-07,2019-08-03,-27 days,15,0.38095238095238093,0.30357142857142855,t3
61186.0,이천웅,2019,15,60,7,18,3,0,0,21,5,1,1,5,1,0,12,0,0,0,259,5.0,2019-06-19,2019-07-06,-17 days,15,0.5211267605633803,0.6153846153846154,t4
61186.0,이천웅,2019,15,64,10,21,5,0,0,26,5,1,2,9,0,0,4,3,0,0,308,7.0,2019-06-01,2019-06-18,-17 days,15,0.4090909090909091,0.4,t5
61186.0,이천웅,2019,15,58,7,14,1,0,1,18,5,1,3,11,0,1,13,1,0,0,275,3.0,2019-05-14,2019-05-31,-17 days,15,0.4794520547945205,0.484375,t6
61186.0,이천웅,2019,15,63,7,20,2,0,1,25,10,5,2,3,0,0,8,2,3,0,245,5.0,2019-04-24,2019-05-12,-18 days,15,0.4,0.3448275862068966,t7
61186.0,이천웅,2019,15,63,11,20,3,1,0,25,9,2,0,9,0,0,12,2,0,0,257,6.0,2019-04-05,2019-04-23,-18 days,15,0.37681159420289856,0.4444444444444444,t8
61186.0,이천웅,2020,15,56,4,12,4,0,1,19,4,1,0,4,0,0,10,4,0,0,235,9.0,2020-09-11,2020-10-01,-20 days,15,0.19047619047619047,0.10526315789473684,t1
61186.0,이천웅,2020,15,56,10,17,2,1,1,24,10,1,0,9,3,0,8,0,0,1,283,8.0,2020-07-03,2020-09-10,-69 days,15,0.35,0.42857142857142855,t2
61186.0,이천웅,2020,15,52,9,16,0,0,0,16,10,0,3,8,1,0,6,1,2,2,262,3.0,2020-06-14,2020-07-02,-18 days,15,0.4852941176470588,0.5,t3
61186.0,이천웅,2020,14,64,6,14,3,0,0,17,6,1,1,6,0,0,6,0,0,1,275,3.0,2020-05-28,2020-06-13,-16 days,15,0.3968253968253968,0.3076923076923077,t4
61186.0,이천웅,2020,15,61,14,18,2,0,1,23,4,4,0,6,0,0,11,1,0,1,262,6.0,2020-05-07,2020-05-27,-20 days,15,0.32857142857142857,0.3125,t5
61186.0,이천웅,2021,9,43,6,11,1,0,0,12,6,1,2,5,2,0,7,3,0,1,191,6.0,2021-06-01,2021-06-26,-25 days,15,0.24242424242424243,0.07407407407407407,t1
61186.0,이천웅,2021,14,55,7,13,2,0,2,21,7,1,0,7,1,0,3,3,1,0,246,7.0,2021-05-13,2021-05-30,-17 days,15,0.38,0.3023255813953488,t2
61186.0,이천웅,2021,9,38,2,7,3,0,0,10,0,1,0,7,0,0,8,2,0,0,184,1.0,2021-04-16,2021-05-12,-26 days,15,0.390625,0.45454545454545453,t3
61197.0,최영진,2018,10,41,3,12,2,0,0,14,7,0,1,3,0,0,11,3,1,1,185,4.0,2018-08-08,2018-09-13,-36 days,15,0.53125,0.7407407407407407,t1
61197.0,최영진,2018,9,38,4,14,2,0,2,22,6,2,2,1,0,0,6,0,1,0,137,5.0,2018-07-08,2018-08-05,-28 days,15,0.37777777777777777,0.3902439024390244,t2
61197.0,최영진,2019,7,33,3,4,1,0,1,8,2,1,0,1,1,0,9,0,1,0,132,1.0,2019-07-03,2019-09-04,-63 days,15,0.391304347826087,0.3684210526315789,t1
61197.0,최영진,2019,11,43,5,10,0,0,2,16,5,1,1,2,0,1,5,2,1,0,190,3.0,2019-06-12,2019-07-02,-20 days,15,0.2222222222222222,0.30303030303030304,t2
61197.0,최영진,2019,15,53,6,12,5,0,1,20,6,1,0,5,0,0,9,0,0,0,232,5.0,2019-05-24,2019-06-11,-18 days,15,0.3191489361702128,0.4186046511627907,t3
61197.0,최영진,2019,14,54,6,14,0,1,0,16,4,0,0,0,1,0,14,1,2,0,205,3.0,2019-05-02,2019-05-23,-21 days,15,0.39655172413793105,0.49056603773584906,t4
61197.0,최영진,2019,9,36,3,14,7,0,0,21,1,1,0,2,0,0,6,0,2,0,119,4.0,2019-03-30,2019-05-01,-32 days,15,0.2807017543859649,0.3148148148148148,t5
61197.0,최영진,2020,5,28,5,7,1,0,0,8,3,1,0,2,0,0,5,0,0,1,99,1.0,2020-06-30,2020-07-18,-18 days,15,0.5151515151515151,0.5185185185185185,t1
61197.0,최영진,2020,8,33,4,9,0,0,1,12,6,0,1,5,0,0,4,1,0,0,132,3.0,2020-06-07,2020-06-28,-21 days,15,0.3333333333333333,0.32142857142857145,t2
61204.0,김동한,2018,6,21,2,3,0,0,1,6,2,0,0,3,0,0,3,1,0,1,105,4.0,2018-06-22,2018-07-17,-25 days,15,0.2916666666666667,0.15,t1
61204.0,김동한,2018,5,26,5,7,1,0,0,8,2,1,0,0,0,0,9,0,2,0,123,3.0,2018-04-20,2018-06-21,-62 days,15,0.2916666666666667,0.3333333333333333,t2
61204.0,김동한,2019,8,35,5,11,3,0,0,14,1,2,0,0,0,0,7,0,0,0,120,2.0,2019-06-19,2019-08-21,-63 days,15,0.21428571428571427,0.125,t1
61204.0,김동한,2020,6,24,2,5,1,0,0,6,1,3,0,1,0,0,2,0,0,0,81,3.0,2020-05-22,2020-06-17,-26 days,15,0.35294117647058826,0.375,t4
61353.0,고종욱,2018,13,48,8,17,6,0,0,23,6,2,1,3,0,0,13,1,1,0,184,2.0,2018-08-02,2018-09-08,-37 days,15,0.3225806451612903,0.43333333333333335,t1
61353.0,고종욱,2018,11,52,4,13,5,0,0,18,7,4,0,1,0,0,12,0,0,0,208,6.0,2018-07-12,2018-08-01,-20 days,15,0.5,0.6041666666666666,t2
61353.0,고종욱,2018,11,44,7,14,3,0,1,20,9,4,0,3,1,0,13,0,0,1,197,3.0,2018-06-21,2018-07-11,-20 days,15,0.3584905660377358,0.4423076923076923,t3
61353.0,고종욱,2018,13,52,7,18,6,0,0,24,11,1,1,0,0,0,13,0,0,2,203,4.0,2018-05-03,2018-06-20,-48 days,15,0.4583333333333333,0.5454545454545454,t4
61353.0,고종욱,2018,11,54,8,9,0,0,1,12,9,1,0,3,0,0,18,1,0,0,211,3.0,2018-04-13,2018-05-02,-19 days,15,0.46153846153846156,0.5769230769230769,t5
61353.0,고종욱,2018,12,53,6,14,1,0,3,24,10,1,2,3,0,1,15,0,0,1,209,3.0,2018-03-25,2018-04-11,-17 days,15,0.22807017543859648,0.24074074074074073,t6
61353.0,고종욱,2019,15,62,11,27,1,1,1,33,8,8,2,3,0,0,8,2,0,0,227,3.0,2019-08-21,2019-09-12,-22 days,15,0.22448979591836735,0.15555555555555556,t1
61353.0,고종욱,2019,14,52,4,14,4,2,0,22,2,0,2,0,0,0,9,0,0,0,181,5.0,2019-07-31,2019-08-20,-20 days,15,0.5076923076923077,0.5806451612903226,t2
61353.0,고종욱,2019,14,56,6,18,2,0,0,20,8,3,2,2,0,0,10,0,0,0,203,1.0,2019-07-05,2019-07-30,-25 days,15,0.38461538461538464,0.5384615384615384,t3
61353.0,고종욱,2019,13,57,8,19,6,1,0,27,10,2,0,2,0,0,9,1,0,0,218,8.0,2019-06-15,2019-07-03,-18 days,15,0.3793103448275862,0.39285714285714285,t4
61353.0,고종욱,2019,14,65,6,19,2,0,0,21,5,1,1,1,0,0,10,0,0,1,232,5.0,2019-05-29,2019-06-14,-16 days,15,0.4745762711864407,0.5964912280701754,t5
61353.0,고종욱,2019,15,58,14,25,1,1,0,28,5,6,2,5,0,1,12,1,0,0,225,1.0,2019-05-09,2019-05-28,-19 days,15,0.3333333333333333,0.35384615384615387,t6
61353.0,고종욱,2019,13,56,10,14,7,0,0,21,8,2,0,0,1,0,9,0,0,1,219,7.0,2019-04-20,2019-05-08,-18 days,15,0.515625,0.5172413793103449,t7
61353.0,고종욱,2019,10,45,11,16,2,2,2,28,7,5,1,2,0,0,13,0,0,0,174,4.0,2019-03-30,2019-04-19,-20 days,15,0.38596491228070173,0.5,t8
61353.0,고종욱,2020,10,38,7,11,1,0,2,18,2,0,1,2,0,0,12,0,0,0,151,2.0,2020-09-15,2020-10-08,-23 days,15,0.5294117647058824,0.6122448979591837,t1
61353.0,고종욱,2020,14,51,6,11,1,0,1,15,3,0,0,4,0,0,8,0,0,0,172,6.0,2020-08-28,2020-09-13,-16 days,15,0.4,0.5526315789473685,t2
61353.0,고종욱,2020,9,43,4,15,4,0,0,19,4,0,1,2,0,0,2,0,0,1,139,4.0,2020-07-28,2020-08-27,-30 days,15,0.3090909090909091,0.3333333333333333,t3
61353.0,고종욱,2020,10,38,1,6,0,0,0,6,3,0,1,4,0,0,10,1,0,0,182,0.0,2020-06-25,2020-07-27,-32 days,15,0.4666666666666667,0.5348837209302325,t4
61353.0,고종욱,2020,11,48,1,12,0,2,0,16,6,1,0,0,1,0,16,2,0,0,181,3.0,2020-05-07,2020-06-23,-47 days,15,0.23809523809523808,0.15789473684210525,t5
61353.0,고종욱,2021,6,29,7,10,1,0,0,11,1,0,0,2,0,0,4,2,0,0,123,3.0,2021-06-26,2021-08-15,-50 days,15,0.4444444444444444,0.4878048780487805,t1
61353.0,고종욱,2021,11,39,5,12,3,0,0,15,4,0,0,2,0,0,6,0,0,2,152,5.0,2021-06-02,2021-06-25,-23 days,15,0.41935483870967744,0.41379310344827586,t2
61353.0,고종욱,2021,6,25,2,5,0,0,0,5,2,0,2,2,0,0,4,1,0,0,106,2.0,2021-04-11,2021-06-01,-51 days,15,0.4146341463414634,0.46153846153846156,t3
61404.0,김헌곤,2018,13,49,9,9,2,0,0,11,2,1,0,6,1,0,9,2,0,0,250,3.0,2018-08-14,2018-09-16,-33 days,15,0.36,0.4090909090909091,t1
61404.0,김헌곤,2018,15,55,11,20,3,0,2,29,10,4,2,7,2,0,7,2,2,1,271,3.0,2018-07-25,2018-08-12,-18 days,15,0.32142857142857145,0.2653061224489796,t2
61404.0,김헌곤,2018,15,59,14,21,3,2,1,31,9,3,0,6,1,0,13,2,0,0,232,2.0,2018-07-04,2018-07-24,-20 days,15,0.5151515151515151,0.6181818181818182,t3
61404.0,김헌곤,2018,14,54,7,18,4,0,2,28,12,1,1,6,2,0,5,1,0,1,251,10.0,2018-06-14,2018-07-01,-17 days,15,0.5151515151515151,0.6271186440677966,t4
61404.0,김헌곤,2018,15,52,6,14,2,0,0,16,6,3,1,4,1,0,4,1,0,1,202,6.0,2018-05-27,2018-06-13,-17 days,15,0.5161290322580645,0.6296296296296297,t5
61404.0,김헌곤,2018,15,60,10,16,2,0,1,21,8,1,0,5,1,1,3,1,1,0,251,4.0,2018-05-09,2018-05-26,-17 days,15,0.3684210526315789,0.34615384615384615,t6
61404.0,김헌곤,2018,15,59,9,17,2,0,3,28,9,0,1,5,0,0,5,2,0,0,243,7.0,2018-04-20,2018-05-08,-18 days,15,0.38235294117647056,0.4,t7
61404.0,김헌곤,2018,15,62,5,24,6,0,1,33,12,4,2,8,1,0,11,1,1,1,294,6.0,2018-04-01,2018-04-19,-18 days,15,0.421875,0.559322033898305,t8
61404.0,김헌곤,2019,15,59,4,17,0,1,1,22,5,0,1,3,0,0,5,1,0,0,241,4.0,2019-08-03,2019-08-24,-21 days,15,0.4107142857142857,0.4117647058823529,t1
61404.0,김헌곤,2019,15,54,9,18,4,0,0,22,5,2,2,8,3,0,5,2,0,2,291,6.0,2019-06-27,2019-08-01,-35 days,15,0.3548387096774194,0.4067796610169492,t2
61404.0,김헌곤,2019,14,55,13,17,5,0,2,28,11,2,0,5,0,0,4,4,1,0,233,5.0,2019-06-08,2019-06-25,-17 days,15,0.5076923076923077,0.48148148148148145,t3
61404.0,김헌곤,2019,15,56,4,21,2,0,0,23,3,0,2,3,1,0,8,0,4,0,237,2.0,2019-05-22,2019-06-07,-16 days,15,0.47540983606557374,0.6363636363636364,t4
61404.0,김헌곤,2019,14,47,9,12,1,0,0,13,7,3,2,8,3,0,8,3,0,1,227,2.0,2019-05-03,2019-05-21,-18 days,15,0.421875,0.44642857142857145,t5
61404.0,김헌곤,2019,14,50,4,10,2,0,0,12,3,0,0,5,0,1,7,4,0,1,223,3.0,2019-04-03,2019-05-02,-29 days,15,0.41379310344827586,0.2978723404255319,t6
61404.0,김헌곤,2019,9,39,6,12,3,0,2,21,9,1,1,1,0,0,1,1,0,2,146,6.0,2019-03-23,2019-04-02,-10 days,9,0.32142857142857145,0.28,t7
61404.0,김헌곤,2020,5,29,5,5,0,0,0,5,3,1,0,1,0,0,4,1,0,1,122,1.0,2020-09-16,2020-10-06,-20 days,15,0.3333333333333333,0.2631578947368421,t1
